CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
36266G107,GEHC,GE HEALTHCARE TECHNOLOGIES I,3068500,1945500,218.42M,138.48M,+173.2%,11.7%
41068X100,HASI,HA SUSTAINABLE INFRA CAP INC,900000,900000,33.08M,33.08M,NEW,1.8%
70450Y103,PYPL,PAYPAL HLDGS INC,689159,585407,31.17M,26.48M,+564.2%,1.7%
03769M106,APO,APOLLO GLOBAL MGMT INC,157189,157189,17.51M,17.51M,NEW,0.94%
808513105,SCHW,SCHWAB CHARLES CORP,179240,179240,16.84M,16.84M,NEW,0.91%
95040Q104,WELL,WELLTOWER INC,67061,67061,13.26M,13.26M,NEW,0.71%
35671D857,FCX,FREEPORT MCMORAN INC,181500,181500,10.67M,10.67M,NEW,0.57%
19247G107,COHR,COHERENT CORP,44777,44777,10.67M,10.67M,NEW,0.57%
461202103,INTU,INTUIT,20787,20787,8.99M,8.99M,NEW,0.48%
053611109,AVY,AVERY DENNISON CORP,50543,50543,8.73M,8.73M,NEW,0.47%
92189F791,GDXJ,VANECK ETF TRUST,66652,66652,8M,8M,NEW,0.43%
445658107,JBHT,HUNT J B TRANS SVCS INC,37202,37202,7.88M,7.88M,NEW,0.42%
92343V104,VZ,VERIZON COMMUNICATIONS INC,136881,136881,6.87M,6.87M,NEW,0.37%
98980G102,ZS,ZSCALER INC,34748,34748,4.87M,4.87M,NEW,0.26%
038222105,AMAT,APPLIED MATLS INC,28465,14199,9.73M,4.85M,+99.5%,0.52%
872590104,TMUS,T-MOBILE US INC,22859,22859,4.8M,4.8M,NEW,0.26%
003260106,PPLT,ABRDN PLATINUM ETF TRUST,21020,21020,3.75M,3.75M,NEW,0.2%
78462F103,SPY,STATE STR SPDR S&P 500 ETF T,5000,5000,3.25M,3.25M,NEW,0.17%
78463V107,GLD,SPDR GOLD TR,8581,7323,3.69M,3.15M,+582.1%,0.2%
278865100,ECL,ECOLAB INC,15798,10800,4.2M,2.87M,+216.1%,0.23%
G6683N103,NU,NU HLDGS LTD,772786,194809,11.1M,2.8M,+33.7%,0.6%
92189F106,GDX,VANECK ETF TRUST,28642,28642,2.63M,2.63M,NEW,0.14%
042068205,ARM,ARM HOLDINGS PLC,31654,15688,4.79M,2.37M,+98.3%,0.26%
46428Q109,SLV,ISHARES SILVER TR,29433,29433,2.01M,2.01M,NEW,0.11%
02079K305,GOOGL,ALPHABET INC,25653,5885,7.38M,1.69M,+29.8%,0.4%
053015103,ADP,AUTOMATIC DATA PROCESSING IN,7336,7336,1.49M,1.49M,NEW,0.08%
29273V100,ET,ENERGY TRANSFER L P,230813,74577,4.45M,1.44M,+47.7%,0.24%
G4863A108,BRSL,BRIGHTSTAR LOTTERY PLC,247561,79261,3.15M,1.01M,+47.1%,0.17%
92189H607,OIH,VANECK ETF TRUST,2480,2480,1M,1M,NEW,0.05%
595017104,MCHP,MICROCHIP TECHNOLOGY INC.,1550440,15080,100.17M,974.32K,+1%,5.4%
227046109,CROX,CROCS INC,76258,8934,6.33M,741.7K,+13.3%,0.34%
57636Q104,MA,MASTERCARD INCORPORATED,4898,1419,2.45M,709.02K,+40.8%,0.13%
464287465,EFA,ISHARES TR,6074,6074,589.97K,589.97K,NEW,0.03%
64110D104,NTAP,NETAPP INC,40860,4680,4.18M,479.19K,+12.9%,0.23%
92826C839,V,VISA INC,1575,1575,476.03K,476.03K,NEW,0.03%
697435105,PANW,PALO ALTO NETWORKS INC,2367,2367,379.48K,379.48K,NEW,0.02%
91913Y100,VLO,VALERO ENERGY CORP,1124,1124,277.72K,277.72K,NEW,0.01%
11135F101,AVGO,BROADCOM INC,2167,883,670.71K,273.3K,+68.8%,0.04%
79466L302,CRM,SALESFORCE INC,1236,1236,230.72K,230.72K,NEW,0.01%
852234103,XYZ,BLOCK INC,3732,3732,224.59K,224.59K,NEW,0.01%
36828A101,GEV,GE VERNOVA INC,1851,205,1.62M,178.94K,+12.5%,0.09%
74624M102,PSTG,EVERPURE INC,7121,3001,420.42K,177.18K,+72.8%,0.02%
N62509109,NAMS,NEWAMSTERDAM PHARMA COMPANY,52227,4348,1.67M,139.18K,+9.1%,0.09%
26142V105,DKNG,DRAFTKINGS INC NEW,13649,6254,295.09K,135.21K,+84.6%,0.02%
55306N104,MKSI,MKS INC.,175000,0,40.22M,0,NO CHANGE,2.2%
464287200,IVV,ISHARES TR,58000,0,37.89M,0,NO CHANGE,2%
18915M107,NET,CLOUDFLARE INC,160000,0,33.01M,0,NO CHANGE,1.8%
058498106,BALL,BALL CORP,500000,0,29.55M,0,NO CHANGE,1.6%
387328107,GVA,GRANITE CONSTR INC,200006,0,23.98M,0,NO CHANGE,1.3%
009066101,ABNB,AIRBNB INC,55184,-342,6.97M,-43.19K,-0.6%,0.37%
032654105,ADI,ANALOG DEVICES INC,472294,-388,150.26M,-123.44K,-0.1%,8.1%
