CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
064058100,BK,Bank of New York Mellon Corp/The,809469,70739,96.03M,8.39M,+9.6%,0.23%
83601L102,SHC,Sotera Health Co,581140,581140,8.33M,8.33M,NEW,0.02%
12503M108,CBOE,Cboe Global Markets Inc,102389,28717,28.76M,8.07M,+39%,0.07%
209115104,ED,Consolidated Edison Inc.,597173,68782,67.59M,7.78M,+13%,0.16%
30212P303,EXPE,Expedia Group Inc,113289,33533,26.16M,7.74M,+42%,0.06%
458140100,INTC,Intel Corp.,2581376,174290,113.92M,7.69M,+7.2%,0.27%
00217D100,ASTS,AST SpaceMobile Inc,94000,91400,7.79M,7.57M,+3515.4%,0.02%
73933G202,PSIX,Power Solutions International Inc,121653,121653,7.41M,7.41M,NEW,0.02%
872590104,TMUS,T-Mobile US Inc,440186,35113,92.45M,7.37M,+8.7%,0.22%
243537107,DECK,Deckers Outdoor Corp.,346146,72483,34.65M,7.25M,+26.5%,0.08%
79466L302,CRM,Salesforce Inc,1038083,38784,193.78M,7.24M,+3.9%,0.47%
09857L108,BKNG,Booking Holdings Inc,29601,1685,124.63M,7.09M,+6%,0.3%
74340E103,PGNY,Progyny Inc,415186,415186,7.05M,7.05M,NEW,0.02%
29415F104,NVST,Envista Holdings Corp,269622,269422,6.84M,6.84M,+134711%,0.02%
22052L104,CTVA,Corteva Inc,751283,81297,62.89M,6.81M,+12.1%,0.15%
422806208,HEIA,HEICO Corp A,196414,31783,41.46M,6.71M,+19.3%,0.1%
773903109,ROK,Rockwell Automation Inc.,95380,18506,34.23M,6.64M,+24.1%,0.08%
69753M105,PLMR,Palomar Holdings Inc,193781,55486,23.16M,6.63M,+40.1%,0.06%
407497106,HLNE,Hamilton Lane Incorporated A,84458,65334,8.4M,6.49M,+341.6%,0.02%
05722G100,BKR,Baker Hughes Company A,1746313,102571,106.61M,6.26M,+6.2%,0.26%
75886F107,REGN,Regeneron Pharmaceuticals Inc.,107220,7918,82.84M,6.12M,+8%,0.2%
650111107,NYT,New York Times Co/The,73602,72202,6.16M,6.05M,+5157.3%,0.01%
369604301,GE,General Electric Co,729340,20853,206.96M,5.92M,+2.9%,0.5%
40412C101,HCA,HCA Healthcare Inc,300380,12426,142.15M,5.88M,+4.3%,0.34%
G3323L100,FN,Fabrinet,11339,10939,5.91M,5.7M,+2734.8%,0.01%
G7997R103,STX,Seagate Technology Holdings PLC,121261,14231,47.51M,5.58M,+13.3%,0.11%
002896207,ANF,Abercrombie & Fitch Co. A,60130,59930,5.49M,5.48M,+29965%,0.01%
313855108,FSS,Federal Signal Corp.,50659,50259,5.48M,5.44M,+12564.8%,0.01%
12504L109,CBRE,CBRE Group Inc,328005,39916,44.43M,5.41M,+13.9%,0.11%
29275Y102,ENS,EnerSys Inc.,103149,29971,17.92M,5.21M,+41%,0.04%
267475101,DY,Dycom Industries Inc.,15417,15117,5.22M,5.12M,+5039%,0.01%
95082P105,WCC,Wesco International Inc,19277,18677,5.27M,5.11M,+3112.8%,0.01%
281020107,EIX,Edison International,547813,68159,40.09M,4.99M,+14.2%,0.1%
Q4982L109,IREN,IREN Ltd,137400,137400,4.71M,4.71M,NEW,0.01%
G96629103,WTW,Willis Towers Watson Plc,88818,16189,25.82M,4.71M,+22.3%,0.06%
58733R102,MELI,MercadoLibre Inc,39724,2625,68.68M,4.54M,+7.1%,0.17%
384109104,GGG,Graco Inc.,179210,52117,15.17M,4.41M,+41%,0.04%
00766T100,ACM,Aecom,225819,51076,19.15M,4.33M,+29.2%,0.05%
192108504,CDE,Coeur Mining Inc (CAD),235804,229300,4.43M,4.3M,+3525.5%,0.01%
G7709Q104,RPRX,Royalty Pharma PLC,588426,88361,28.23M,4.24M,+17.7%,0.07%
030420103,AWK,American Water Works Co Inc,113860,30000,15.5M,4.08M,+35.8%,0.04%
76155X100,RVMD,Revolution Medicines Inc,44900,41800,4.37M,4.07M,+1348.4%,0.01%
192446102,CTSH,Cognizant Technology Solutions Corp.,368287,66193,22.59M,4.06M,+21.9%,0.05%
22160K105,COST,Costco Wholesale Corp.,338388,3893,337.18M,3.88M,+1.2%,0.81%
N00985106,AER,AerCap Holdings NV,135589,28089,18.6M,3.85M,+26.1%,0.04%
744573106,PEG,Public Service Enterprise Group Inc,549094,47266,44.45M,3.83M,+9.4%,0.11%
21036P108,STZ,Constellation Brands Inc-A,105011,25311,15.75M,3.8M,+31.8%,0.04%
G25457105,CRDO,Credo Technology Group Holding Ltd,95649,40049,8.98M,3.76M,+72%,0.02%
49271V100,KDP,Keurig Dr Pepper Inc (USD),1108003,140298,29.17M,3.69M,+14.5%,0.07%
859241101,STRL,Sterling Infrastructure Inc,46449,8875,18.92M,3.61M,+23.6%,0.05%
149123101,CAT,Caterpillar Inc.,209100,5041,148.14M,3.57M,+2.5%,0.36%
G6683N103,NU,NU Holdings Ltd/Cayman Islands,5318062,243330,76.42M,3.5M,+4.8%,0.18%
025816109,AXP,American Express Co,457106,11299,138.27M,3.42M,+2.5%,0.33%
69608A108,PLTR,Palantir Technologies Inc,1464335,21797,214.2M,3.19M,+1.5%,0.52%
72348N109,PNFP,Pinnacle Financial Partners Inc,35202,35202,3.03M,3.03M,NEW,<.01%
G0692U109,AXS,Axis Capital Holdings Ltd,154920,29758,15.71M,3.02M,+23.8%,0.04%
64110L106,NFLX,Netflix Inc,2884323,30595,277.33M,2.94M,+1.1%,0.67%
29414B104,EPAM,EPAM Systems Inc,60345,21693,8.17M,2.94M,+56.1%,0.02%
28414H103,ELAN,Elanco Animal Health Inc,604233,120254,14.46M,2.88M,+24.8%,0.03%
30231G102,XOM,Exxon Mobil Corp,77009,16700,13.07M,2.83M,+27.7%,0.03%
21873S108,CRWV,CoreWeave Inc,97700,36100,7.57M,2.8M,+58.6%,0.02%
253868103,DLR,Digital Realty Trust Inc.,334931,14891,60.36M,2.68M,+4.7%,0.15%
502431109,LHX,L3Harris Technologies Inc,62590,7726,21.6M,2.67M,+14.1%,0.05%
311900104,FAST,Fastenal Company,670037,56897,31.09M,2.64M,+9.3%,0.07%
808513105,SCHW,Charles Schwab Corp/The,1686348,27897,158.48M,2.62M,+1.7%,0.38%
931142103,WMT,Walmart Inc,2993729,20991,372.06M,2.61M,+0.7%,0.9%
00206R102,T,AT&T Inc.,3937712,89106,114.15M,2.58M,+2.3%,0.28%
035710839,NLY,Annaly Capital Management Inc,1517600,120066,32.1M,2.54M,+8.6%,0.08%
127203107,WHD,Cactus Inc,403024,50657,19.09M,2.4M,+14.4%,0.05%
758849103,REG,Regency Centers Corp.,227912,31457,17.24M,2.38M,+16%,0.04%
G54950103,LIN,Linde PLC,574448,4610,284.79M,2.29M,+0.8%,0.69%
824348106,SHW,Sherwin-Williams Co/The,163857,6939,52.52M,2.22M,+4.4%,0.13%
816851109,SRE,Sempra,570323,22856,55.42M,2.22M,+4.2%,0.13%
896239100,TRMB,Trimble Inc,214038,33700,13.96M,2.2M,+18.7%,0.03%
191216100,KO,Coca-Cola Co/The,3642661,27532,277.02M,2.09M,+0.8%,0.67%
03027X100,AMT,American Tower Corp,259178,11653,44.73M,2.01M,+4.7%,0.11%
580135101,MCD,McDonalds Corp.,359559,6139,111.75M,1.91M,+1.7%,0.27%
452308109,ITW,Illinois Tool Works Inc,157819,7072,41.08M,1.84M,+4.7%,0.1%
29364G103,ETR,Entergy Corp.,521937,16190,58.64M,1.82M,+3.2%,0.14%
244199105,DE,Deere & Co.,132931,3226,74.88M,1.82M,+2.5%,0.18%
693506107,PPG,PPG Industries Inc.,166760,16754,17.82M,1.79M,+11.2%,0.04%
30161N101,EXC,Exelon Corp.,1133843,34078,55.58M,1.67M,+3.1%,0.13%
093712107,BE,Bloom Energy Corp,101700,12200,13.78M,1.65M,+13.6%,0.03%
49338L103,KEYS,Keysight Technologies Inc,82193,5700,23.21M,1.61M,+7.5%,0.06%
666807102,NOC,Northrop Grumman Corp.,45663,2296,31.15M,1.57M,+5.3%,0.08%
695156109,PKG,Packaging Corp of America,43160,7358,9.16M,1.56M,+20.6%,0.02%
756109104,O,Realty Income Corp REIT (US),592767,24646,36.27M,1.51M,+4.3%,0.09%
315616102,FFIV,F5 Inc,65038,4988,18.82M,1.44M,+8.3%,0.05%
68902V107,OTIS,Otis Worldwide Corp,244494,18500,18.85M,1.43M,+8.2%,0.05%
23331A109,DHI,DR Horton Inc,122768,10002,16.85M,1.37M,+8.9%,0.04%
278768106,SATS,EchoStar Corp,62400,11500,7.31M,1.35M,+22.6%,0.02%
009158106,APD,Air Products and Chemicals Inc,131791,4528,38.28M,1.32M,+3.6%,0.09%
316773100,FITB,Fifth Third Bancorp.,406474,28231,18.88M,1.31M,+7.5%,0.05%
369550108,GD,General Dynamics Corp.,82764,3818,28.41M,1.31M,+4.8%,0.07%
22788C105,CRWD,Crowdstrike Holdings Inc,132621,3237,51.78M,1.26M,+2.5%,0.12%
285512109,EA,Electronic Arts Inc,137238,6129,27.98M,1.25M,+4.7%,0.07%
446150104,HBAN,Huntington Bancshares Inc/OH,1510571,79516,23.64M,1.24M,+5.6%,0.06%
166764100,CVX,Chevron Corp.,70088,5811,14.5M,1.2M,+9%,0.03%
713448108,PEP,PepsiCo Inc.,1010393,7575,156.9M,1.18M,+0.8%,0.38%
G29183103,ETN,Eaton Corporation Plc (USD),215105,3190,76.94M,1.14M,+1.5%,0.19%
87612E106,TGT,Target Corp,241803,9205,29.31M,1.12M,+4%,0.07%
609207105,MDLZ,Mondelez International Inc,679528,18692,39.17M,1.08M,+2.8%,0.09%
573284106,MLM,Martin Marietta Materials Inc,27758,1800,16.34M,1.06M,+6.9%,0.04%
69331C108,PCG,PG&E Corp.,1702276,59634,29.91M,1.05M,+3.6%,0.07%
278642103,EBAY,eBay Inc,342941,11489,31.21M,1.05M,+3.5%,0.08%
49177J102,KVUE,Kenvue Inc,1249367,60077,21.54M,1.04M,+5.1%,0.05%
620076307,MSI,Motorola Solutions Inc,134685,2360,58.45M,1.02M,+1.8%,0.14%
49446R109,KIM,Kimco Realty Corp,387810,45500,8.71M,1.02M,+13.3%,0.02%
097023105,BA,Boeing Co/The,231411,4892,46.06M,973.65K,+2.2%,0.11%
30040W108,ES,Eversource Energy,375766,13846,26.03M,959.25K,+3.8%,0.06%
172908105,CTAS,Cintas Corp.,210141,5640,35.54M,953.95K,+2.8%,0.09%
693718108,PCAR,PACCAR Inc.,336175,7835,38.83M,904.94K,+2.4%,0.09%
988498101,YUM,Yum! Brands Inc,134138,5600,20.86M,870.69K,+4.4%,0.05%
874054109,TTWO,Take-Two Interactive Software Inc.,126895,4381,25.06M,865.25K,+3.6%,0.06%
722304102,PDD,PDD Holdings Inc,117512,8400,12.01M,858.31K,+7.7%,0.03%
16411R208,LNG,Cheniere Energy Inc,20154,3000,5.72M,851.28K,+17.5%,0.01%
833034101,SNA,Snap-on Inc.,39699,2327,14.42M,845.21K,+6.2%,0.03%
M22465104,CHKP,Check Point Software Technologies Ltd,29702,5900,4.24M,842.82K,+24.8%,0.01%
64110D104,NTAP,NetApp Inc.,142445,7866,14.58M,805.4K,+5.8%,0.04%
776696106,ROP,Roper Technologies Inc,57841,2272,20.47M,803.97K,+4.1%,0.05%
871607107,SNPS,Synopsys Inc.,95325,2007,37.79M,795.74K,+2.2%,0.09%
12572Q105,CME,CME Group Inc,223836,2686,66.11M,793.31K,+1.2%,0.16%
04621X108,AIZ,Assurant Inc,4618,3618,1.01M,788.04K,+361.8%,<.01%
69370C100,PTC,PTC Inc,70500,5300,10.05M,755.2K,+8.1%,0.02%
30225T102,EXR,Extra Space Storage Inc,109717,5600,14.39M,734.33K,+5.4%,0.03%
87612G101,TRGP,Targa Resources Corp,17406,2900,4.36M,727.12K,+20%,0.01%
74460D109,PSA,Public Storage,74423,2660,20.16M,720.54K,+3.7%,0.05%
655663102,NDSN,Nordson Corp,99133,2700,26.38M,718.36K,+2.8%,0.06%
007973100,AEIS,Advanced Energy Industries Inc,2395,2195,772.89K,708.35K,+1097.5%,<.01%
03076C106,AMP,Ameriprise Financial Inc.,90310,1574,40.13M,699.49K,+1.8%,0.1%
31488V107,FERG,Ferguson Enterprises Inc,105054,2916,24.5M,680.19K,+2.9%,0.06%
M26CNT069,,CyberArk Software Ltd,14446,14446,650.07K,650.07K,NEW,<.01%
852234103,XYZ,Block Inc A,296010,10754,17.81M,647.18K,+3.8%,0.04%
20825C104,COP,ConocoPhillips,29143,4900,3.85M,646.8K,+20.2%,<.01%
828806109,SPG,Simon Property Group Inc,197321,3375,36.81M,629.54K,+1.7%,0.09%
H2927K103,AMRZ,Amrize Ltd,112900,11000,6.32M,616.22K,+10.8%,0.02%
855244109,SBUX,Starbucks Corp,580149,6730,51.98M,602.94K,+1.2%,0.13%
422806109,HEI,HEICO Corp,20106,2149,5.51M,589.26K,+12%,0.01%
902653104,UDR,UDR Inc,284084,17351,9.6M,586.12K,+6.5%,0.02%
989207105,ZBRA,Zebra Technologies Corp,25065,2735,5.24M,571.83K,+12.2%,0.01%
749685103,RPM,RPM International Inc.,173154,5695,17.21M,566.08K,+3.4%,0.04%
Y2573F102,FLEX,Flex Ltd,122200,8500,8M,556.41K,+7.5%,0.02%
459200101,IBM,International Business Machines Corp,528896,2274,128.2M,551.19K,+0.4%,0.31%
05605H100,BWXT,BWX Technologies Inc,5133,2631,1.05M,538.01K,+105.2%,<.01%
842587107,SO,Southern Co/The,32963,5500,3.18M,530.86K,+20%,<.01%
773121108,RKLB,Rocket Lab Corp,250677,7577,16.1M,486.59K,+3.1%,0.04%
231021106,CMI,Cummins Inc.,154983,874,83.38M,470.23K,+0.6%,0.2%
655844108,NSC,Norfolk Southern Corp,110361,1638,31.67M,470.11K,+1.5%,0.08%
125896100,CMS,CMS Energy Corp,16500,5900,1.28M,457.72K,+55.7%,<.01%
98978V103,ZTS,Zoetis Inc A,299003,3833,35.35M,453.1K,+1.3%,0.09%
04626A103,ALAB,Astera Labs Inc,56600,4100,6.2M,449.36K,+7.8%,0.01%
778296103,ROST,Ross Stores Inc.,153427,1957,33.24M,423.94K,+1.3%,0.08%
459506101,IFF,International Flavors & Fragrances Inc,199455,5800,14.47M,420.79K,+3%,0.03%
500754106,KHC,Kraft Heinz Co/The,696570,18500,15.67M,416.06K,+2.7%,0.04%
68404L201,OPCH,Option Care Health Inc,15936,15236,429K,410.15K,+2176.6%,<.01%
929160109,VMC,Vulcan Materials Co,71303,1460,19.42M,397.56K,+2.1%,0.05%
780087102,RY,Royal Bank of Canada,13202,2439,2.13M,393.6K,+22.7%,<.01%
92276F100,VTR,Ventas Inc,244502,4700,20M,384.37K,+2%,0.05%
127190304,CACI,CACI International Inc,1369,702,744.56K,381.8K,+105.2%,<.01%
436440101,HOLX,Hologic Inc,159991,5000,12.09M,377.95K,+3.2%,0.03%
881624209,TEVA,Teva Pharmaceutical Industries Ltd,284939,12400,8.58M,373.49K,+4.5%,0.02%
384802104,GWW,WW Grainger Inc,28447,342,31.03M,373.06K,+1.2%,0.07%
008474108,AEM,Agnico Eagle Mines (CAD),11821,1790,2.4M,362.71K,+17.8%,<.01%
30303M102,META,Meta Platforms Inc,1603996,614,917.69M,351.29K,+0%,2.2%
942622200,WSO,Watsco Inc,16397,960,5.97M,349.24K,+6.2%,0.01%
942749102,WTS,Watts Water Technologies Inc.,1480,1180,429.63K,342.54K,+393.3%,<.01%
50077B207,KTOS,Kratos Defense & Security Solutions Inc,9392,4814,662.23K,339.44K,+105.2%,<.01%
718546104,PSX,Phillips 66,9739,1800,1.77M,327.92K,+22.7%,<.01%
65290E101,NXT,Nextpower Inc A (US),232043,2689,27.97M,324.16K,+1.2%,0.07%
98138H101,WDAY,Workday Inc,133444,2448,17.34M,318.04K,+1.9%,0.04%
426281101,JKHY,Jack Henry & Associates Inc,34746,2000,5.49M,316.08K,+6.1%,0.01%
001055102,AFL,Aflac Inc,389903,2797,42.78M,306.86K,+0.7%,0.1%
760759100,RSG,Republic Services Inc,178505,1400,39.1M,306.63K,+0.8%,0.09%
934423104,WBD,Warner Bros. Discovery Inc A (US),1167134,11111,32.05M,305.11K,+1%,0.08%
629377508,NRG,NRG Energy Inc.,105272,2058,15.38M,300.76K,+2%,0.04%
445658107,JBHT,JB Hunt Transport Services Inc,40512,1400,8.58M,296.66K,+3.6%,0.02%
169656105,CMG,Chipotle Mexican Grill Inc. Class A,720376,9259,23.06M,296.38K,+1.3%,0.06%
049560105,ATO,Atmos Energy Corp,15005,1600,2.77M,295.55K,+11.9%,<.01%
902494103,TSN,Tyson Foods Inc,180956,4600,11.59M,294.72K,+2.6%,0.03%
56585A102,MPC,Marathon Petroleum Corp,7389,1200,1.8M,293.02K,+19.4%,<.01%
679295105,OKTA,Okta Inc,81830,3700,6.44M,291.23K,+4.7%,0.02%
G25839104,CCEP,Coca-Cola Europacific Partners PLC,141559,3135,12.84M,284.25K,+2.3%,0.03%
25746U109,D,Dominion Energy Inc,26700,4500,1.65M,278.19K,+20.3%,<.01%
126408103,CSX,CSX Corp.,967303,6577,39.71M,269.99K,+0.7%,0.1%
518439104,EL,Estee Lauder Cos Inc/The,116512,3700,8.36M,265.55K,+3.3%,0.02%
874039100,TSM,Taiwan Semiconductor Manufacturing Co Ltd,299577,766,101.24M,258.87K,+0.3%,0.24%
G7S00T104,PNR,Pentair PLC,179205,2900,15.61M,252.62K,+1.6%,0.04%
G2519Y108,BAP,Credicorp Ltd,31711,720,10.76M,244.21K,+2.3%,0.03%
78410G104,SBAC,SBA Communications Corp,56108,1400,9.66M,240.95K,+2.6%,0.02%
88339J105,TTD,Trade Desk Inc/The,245950,10600,5.58M,240.51K,+4.5%,0.01%
571748102,MRSH,Marsh & McLennan Cos Inc,277796,1312,48.18M,227.57K,+0.5%,0.12%
G8267P108,SW,Smurfit Westrock PLC,96688,5700,3.85M,227.15K,+6.3%,<.01%
29530P102,ERIE,Erie Indemnity Co,14192,900,3.57M,226.18K,+6.8%,<.01%
969457100,WMB,Williams Cos Inc/The,54328,3100,3.95M,225.62K,+6.1%,<.01%
46222L108,IONQ,IonQ Inc,102200,7800,2.95M,224.87K,+8.3%,<.01%
25278X109,FANG,Diamondback Energy Inc,5505,1100,1.09M,217.57K,+25%,<.01%
980745103,WWD,Woodward Inc,1165,598,416.98K,214.04K,+105.5%,<.01%
92840M102,VST,Vistra Corp,8400,1400,1.26M,210.46K,+20%,<.01%
65473P105,NI,NiSource Inc,22178,4500,1.03M,209.97K,+25.5%,<.01%
45784P101,PODD,Insulet Corp,44792,963,9.4M,202.08K,+2.2%,0.02%
26884L109,EQT,EQT Corp,15916,3056,1.01M,194.48K,+23.8%,<.01%
49456B101,KMI,Kinder Morgan Inc,100684,5800,3.38M,194.47K,+6.1%,<.01%
15189T107,CNP,CenterPoint Energy Inc,25798,4500,1.11M,194.22K,+21.1%,<.01%
654106103,NKE,Nike Inc B,608872,3666,32.16M,193.64K,+0.6%,0.08%
440452100,HRL,Hormel Foods Corp,215198,8500,4.87M,192.53K,+4.1%,0.01%
427866108,HSY,Hershey Co/The,79172,900,16.46M,187.1K,+1.1%,0.04%
880770102,TER,Teradyne Inc,92380,620,27.39M,183.81K,+0.7%,0.07%
46625H100,JPM,JPMorgan Chase & Co.,2294132,622,674.84M,182.97K,+0%,1.6%
69121K104,OBDC,Blue Owl Capital Corp,570211,16306,6.31M,180.34K,+2.9%,0.02%
008073108,AVAV,AeroVironment Inc,1901,974,347.98K,178.29K,+105.1%,<.01%
370334104,GIS,General Mills Inc,352903,4697,13.14M,174.82K,+1.3%,0.03%
615394202,MOGA,Moog Inc,1164,597,340.63K,174.71K,+105.3%,<.01%
46284V101,IRM,Iron Mountain Inc,164162,1700,16.77M,173.64K,+1%,0.04%
91913Y100,VLO,Valero Energy Corp,13231,700,3.27M,172.96K,+5.6%,<.01%
52661A108,DRS,Leonardo DRS Inc,7429,3808,330.74K,169.53K,+105.2%,<.01%
086516101,BBY,Best Buy Co Inc,126107,2487,8.1M,159.67K,+2%,0.02%
579780206,MKC,McCormick & Co Inc/MD,163536,3100,8.25M,156.36K,+1.9%,0.02%
44332N106,HTHT,H World Group Ltd,62868,3100,3.16M,155.9K,+5.2%,<.01%
23918K108,DVA,DaVita Inc,6300,1000,968.25K,153.69K,+18.9%,<.01%
264147109,DCO,Ducommun Inc,2387,1224,291.21K,149.33K,+105.2%,<.01%
165167735,EXE,Expand Energy Corp,6505,1300,714.12K,142.71K,+25%,<.01%
L6388F110,TIGO,Millicom International Cellular SA,1867,1867,139.91K,139.91K,NEW,<.01%
77311W101,RKT,Rocket Cos Inc,278000,9800,3.96M,139.65K,+3.7%,<.01%
98980G102,ZS,Zscaler Inc,55840,981,7.83M,137.62K,+1.8%,0.02%
127097103,CTRA,Coterra Energy Inc,63942,3900,2.25M,137.05K,+6.5%,<.01%
