CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
30303M102,META,META PLATFORMS INC,101000,101000,57.79M,57.79M,NEW,3.8%
219350105,GLW,CORNING INC,600000,347648,81.58M,47.27M,+137.8%,5.4%
80004C200,SNDK,SANDISK CORP,61000,61000,38.76M,38.76M,NEW,2.6%
512807306,LRCX,LAM RESEARCH CORP,175000,175000,37.39M,37.39M,NEW,2.5%
171779309,CIEN,CIENA CORP,91000,91000,35.33M,35.33M,NEW,2.3%
038222105,AMAT,APPLIED MATLS INC,95000,95000,32.47M,32.47M,NEW,2.1%
25809K105,DASH,DOORDASH INC,183000,183000,27.48M,27.48M,NEW,1.8%
22160N109,CSGP,COSTAR GROUP INC,666900,666900,26.9M,26.9M,NEW,1.8%
21873S108,CRWV,COREWEAVE INC,351000,341000,27.19M,26.42M,+3410%,1.8%
00827B106,AFRM,AFFIRM HLDGS INC,600000,536814,27.49M,24.6M,+849.6%,1.8%
461202103,INTU,INTUIT,74100,51985,32.04M,22.48M,+235.1%,2.1%
934423104,WBD,WARNER BROS DISCOVERY INC,1086000,717413,29.82M,19.7M,+194.6%,2%
30212P303,EXPE,EXPEDIA GROUP INC,75000,75000,17.32M,17.32M,NEW,1.1%
872590104,TMUS,T-MOBILE US INC,300000,78848,63.01M,16.56M,+35.7%,4.1%
032654105,ADI,ANALOG DEVICES INC,52000,52000,16.54M,16.54M,NEW,1.1%
36165L108,GDS,GDS HLDGS LTD,400000,400000,16.12M,16.12M,NEW,1.1%
443573100,HUBS,HUBSPOT INC,125800,65409,30.71M,15.97M,+108.3%,2%
29444U700,EQIX,EQUINIX INC,63000,16274,61.76M,15.95M,+34.8%,4.1%
722304102,PDD,PDD HOLDINGS INC,153000,153000,15.63M,15.63M,NEW,1%
98138H101,WDAY,WORKDAY INC,118300,118300,15.37M,15.37M,NEW,1%
538034109,LYV,LIVE NATION ENTERTAINMENT IN,100000,100000,15.25M,15.25M,NEW,1%
89677Q107,TCOM,TRIP COM GROUP LTD,300000,300000,14.94M,14.94M,NEW,0.98%
007973100,AEIS,ADVANCED ENERGY INDS,44000,44000,14.2M,14.2M,NEW,0.93%
530909308,LLYVK,LIBERTY LIVE HOLDINGS INC,150000,150000,14.12M,14.12M,NEW,0.93%
92343V104,VZ,VERIZON COMMUNICATIONS INC,811000,263384,40.71M,13.22M,+48.1%,2.7%
75734B100,RDDT,REDDIT INC,90000,90000,12.12M,12.12M,NEW,0.8%
86800U302,SMCI,SUPER MICRO COMPUTER INC,525000,525000,11.95M,11.95M,NEW,0.79%
531229755,FWONK,LIBERTY MEDIA CORP DEL,140000,140000,11.9M,11.9M,NEW,0.78%
023135106,AMZN,AMAZON COM INC,150000,45765,31.24M,9.53M,+43.9%,2.1%
74275K108,PCOR,PROCORE TECHNOLOGIES INC,381600,164344,21.75M,9.37M,+75.6%,1.4%
G4124C109,GRAB,GRAB HOLDINGS LIMITED,4575000,2491417,16.74M,9.12M,+119.6%,1.1%
880770102,TER,TERADYNE INC,30000,30000,8.89M,8.89M,NEW,0.59%
681919106,OMC,OMNICOM GROUP INC,353400,116451,26.61M,8.77M,+49.1%,1.8%
L8681T102,SPOT,SPOTIFY TECHNOLOGY S A,70000,17893,33.94M,8.68M,+34.3%,2.2%
46438F101,IBIT,ISHARES BITCOIN TRUST ETF,500000,220781,19.21M,8.48M,+79.1%,1.3%
316841105,FIG,FIGMA INC,400000,400000,8.46M,8.46M,NEW,0.56%
934550203,WMG,WARNER MUSIC GROUP CORP,843836,322640,21.55M,8.24M,+61.9%,1.4%
81141R100,SE,SEA LTD,151000,97845,12.5M,8.1M,+184.1%,0.82%
09857L108,BKNG,BOOKING HOLDINGS INC,6000,1832,25.26M,7.71M,+44%,1.7%
771049103,RBLX,ROBLOX CORP,125000,125000,7.07M,7.07M,NEW,0.47%
77543R102,ROKU,ROKU INC,120000,67870,11.35M,6.42M,+130.2%,0.75%
64110L106,NFLX,NETFLIX INC.,265000,56515,25.48M,5.43M,+27.1%,1.7%
852234103,XYZ,BLOCK INC,246000,89454,14.8M,5.38M,+57.1%,0.97%
67059N108,NTNX,NUTANIX INC,790400,113116,30.04M,4.3M,+16.7%,2%
70614W100,PTON,PELOTON INTERACTIVE INC,1500000,979058,6.43M,4.2M,+187.9%,0.42%
34959E109,FTNT,FORTINET INC,321200,49452,26.25M,4.04M,+18.2%,1.7%
55087P104,LYFT,LYFT INC,300322,300322,3.99M,3.99M,NEW,0.26%
090043100,BILL,BILL HOLDINGS INC,109100,77507,4.18M,2.97M,+245.3%,0.28%
98980F104,GTM,ZOOMINFO TECHNOLOGIES INC,1268300,440642,7.58M,2.64M,+53.2%,0.5%
531229771,FWONA,LIBERTY MEDIA CORP DEL,20000,20000,1.56M,1.56M,NEW,0.1%
M7S64H106,MNDY,MONDAY COM LTD,118700,18234,8.2M,1.26M,+18.1%,0.54%
86384P109,STUB,STUBHUB HLDGS INC,0,-25000,0,-338.25K,CLOSE,0%
040413205,ANET,ARISTA NETWORKS INC,0,-5000,0,-655.15K,CLOSE,0%
253868103,DLR,DIGITAL RLTY TR INC,0,-5000,0,-773.55K,CLOSE,0%
172573107,CRCL,CIRCLE INTERNET GROUP INC,0,-10000,0,-793K,CLOSE,0%
