CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
580135101,MCD,MCDONALDS CORP,770,55,239.31K,17.09K,+7.7%,<.01%
053807103,AVT,AVNET INC,37858,244,2.33M,15.04K,+0.6%,0.05%
26884L109,EQT,EQT CORP,5292,205,336.78K,13.05K,+4%,<.01%
778296103,ROST,ROSS STORES INC,1421,58,307.83K,12.56K,+4.3%,<.01%
45765U103,NSIT,INSIGHT ENTERPRISES INC,20571,46,1.38M,3.08K,+0.2%,0.03%
12572Q105,CME,CME GROUP INC,60000,0,17.72M,0,NO CHANGE,0.41%
928298108,VSH,VISHAY INTERTECHNOLOGY INC,197952,0,3.56M,0,NO CHANGE,0.08%
756109104,O,REALTY INCOME CORP,52930,0,3.24M,0,NO CHANGE,0.08%
69121K104,OBDC,BLUE OWL CAPITAL CORPORATION,275333,0,3.05M,0,NO CHANGE,0.07%
457187102,INGR,INGREDION INC,25081,0,2.83M,0,NO CHANGE,0.07%
637417106,NNN,NNN REIT INC,54067,0,2.27M,0,NO CHANGE,0.05%
744320102,PRU,PRUDENTIAL FINL INC,20638,0,2.02M,0,NO CHANGE,0.05%
758849103,REG,REGENCY CTRS CORP,23665,0,1.79M,0,NO CHANGE,0.04%
451107106,IDA,IDACORP INC,10562,0,1.51M,0,NO CHANGE,0.04%
416515104,HIG,HARTFORD INSURANCE GROUP INC,9097,0,1.23M,0,NO CHANGE,0.03%
48666K109,KBH,KB HOME,22107,0,1.14M,0,NO CHANGE,0.03%
7591EP100,RF,REGIONS FINANCIAL CORP NEW,39888,0,1.04M,0,NO CHANGE,0.02%
077347300,BELFB,BEL FUSE INC,5150,0,1.02M,0,NO CHANGE,0.02%
001055102,AFL,AFLAC INC,9277,0,1.02M,0,NO CHANGE,0.02%
929089100,VOYA,VOYA FINANCIAL INC,13265,0,906.26K,0,NO CHANGE,0.02%
691497309,OXM,OXFORD INDS INC,21543,0,829.62K,0,NO CHANGE,0.02%
693475105,PNC,PNC FINL SVCS GROUP INC,3937,0,819.25K,0,NO CHANGE,0.02%
30034W106,EVRG,EVERGY INC,8952,0,733.35K,0,NO CHANGE,0.02%
30190A104,FG,F&G ANNUITIES & LIFE INC,25711,0,651K,0,NO CHANGE,0.02%
70931T103,PMT,PENNYMAC MTG INVT TR,49759,0,580.19K,0,NO CHANGE,0.01%
647551100,NMFC,NEW MTN FIN CORP,58368,0,452.94K,0,NO CHANGE,0.01%
29476L107,EQR,EQUITY RESIDENTIAL,7184,0,424.93K,0,NO CHANGE,<.01%
427096508,HTGC,HERCULES CAPITAL INC,27400,0,404.7K,0,NO CHANGE,<.01%
03073E105,COR,CENCORA INC,1164,0,365.66K,0,NO CHANGE,<.01%
48251K100,KREF,KKR REAL ESTATE FIN TR INC,45265,0,277.02K,0,NO CHANGE,<.01%
09624H208,BXC,BLUELINX HLDGS INC,5075,0,274.96K,0,NO CHANGE,<.01%
149150104,CATY,CATHAY GEN BANCORP,5474,0,272.93K,0,NO CHANGE,<.01%
824889109,SCVL,SHOE CARNIVAL INC,16939,0,264.08K,0,NO CHANGE,<.01%
18482P103,CLFD,CLEARFIELD INC,9538,0,252.47K,0,NO CHANGE,<.01%
974637100,WGO,WINNEBAGO INDS INC,7332,0,227.22K,0,NO CHANGE,<.01%
708062104,PNNT,PENNANTPARK INVT CORP,41606,0,186.81K,0,NO CHANGE,<.01%
563571405,MTW,MANITOWOC CO INC,13023,0,151.72K,0,NO CHANGE,<.01%
567908108,HZO,MARINEMAX INC,22112,-60,598.35K,-1.62K,-0.3%,0.01%
012348108,AIN,ALBANY INTL CORP,41798,-97,2.18M,-5.06K,-0.2%,0.05%
268150109,DT,DYNATRACE INC,7293,-335,269.69K,-12.39K,-4.4%,<.01%
10922N103,BHF,BRIGHTHOUSE FINL INC,29017,-289,1.74M,-17.31K,-1%,0.04%
131193104,CALY,CALLAWAY GOLF CO,179756,-1960,2.5M,-27.2K,-1.1%,0.06%
358039105,FRPT,FRESHPET INC,3421,-591,201.7K,-34.85K,-14.7%,<.01%
517834107,LVS,LAS VEGAS SANDS CORP,5389,-671,290.36K,-36.15K,-11.1%,<.01%
872540109,TJX,TJX COS INC NEW,4894,-235,781.57K,-37.53K,-4.6%,0.02%
85208T107,CXM,SPRINKLR INC,11125,-6960,66.75K,-41.76K,-38.5%,<.01%
501242101,KLIC,KULICKE & SOFFA INDS INC,36006,-650,2.37M,-42.72K,-1.8%,0.05%
776696106,ROP,ROPER TECHNOLOGIES INC,645,-123,228.24K,-43.52K,-16%,<.01%
92537N108,VRT,VERTIV HOLDINGS CO,1147,-176,287.42K,-44.1K,-13.3%,<.01%
06759L103,BBDC,BARINGS BDC INC,30422,-5537,250.37K,-45.57K,-15.4%,<.01%
502175102,LTC,LTC PPTYS INC,6979,-1323,259.34K,-49.16K,-15.9%,<.01%
69370C100,PTC,PTC INC,6004,-365,855.51K,-52.01K,-5.7%,0.02%
31946M103,FCNCA,FIRST CTZNS BANCSHARES INC D,1828,-28,3.45M,-52.77K,-1.5%,0.08%
87724P106,TMHC,TAYLOR MORRISON HOME CORP,42523,-920,2.48M,-53.58K,-2.1%,0.06%
03784Y200,APLE,APPLE HOSPITALITY REIT INC,142283,-4781,1.64M,-55.03K,-3.3%,0.04%
449172105,HY,HYSTER-YALE INC,6736,-1758,218.99K,-57.15K,-20.7%,<.01%
901109108,TPC,TUTOR PERINI CORP,62760,-743,4.84M,-57.35K,-1.2%,0.11%
83406F102,SOFI,SOFI TECHNOLOGIES INC,15900,-3630,252.49K,-57.64K,-18.6%,<.01%
31846B108,FA,FIRST ADVANTAGE CORP NEW,17083,-5016,200.9K,-58.99K,-22.7%,<.01%
743606105,PB,PROSPERITY BANCSHARES INC,7068,-955,474.83K,-64.16K,-11.9%,0.01%
064058100,BK,BANK NEW YORK MELLON CORP,2978,-542,353.28K,-64.3K,-15.4%,<.01%
50105F105,KRO,KRONOS WORLDWIDE INC,0,-14989,0,-66.25K,CLOSE,0%
25525P107,DHC,DIVERSIFIED HEALTHCARE TR,150112,-10096,996.74K,-67.04K,-6.3%,0.02%
34959E109,FTNT,FORTINET INC,32451,-832,2.65M,-67.99K,-2.5%,0.06%
68622V106,OGN,ORGANON & CO,0,-11128,0,-79.79K,CLOSE,0%
528872302,LXRX,LEXICON PHARMACEUTICALS INC,0,-71027,0,-81.68K,CLOSE,0%
26210C104,DBX,DROPBOX INC,19975,-3616,453.83K,-82.16K,-15.3%,0.01%
78709Y105,SAIA,SAIA INC,675,-235,237.11K,-82.55K,-25.8%,<.01%
50187T106,LGIH,LGI HOMES INC,45926,-2091,1.82M,-82.66K,-4.4%,0.04%
041242108,ARKO,ARKO CORP,0,-18226,0,-82.75K,CLOSE,0%
58506Q109,MEDP,MEDPACE HLDGS INC,708,-175,339.98K,-84.03K,-19.8%,<.01%
22266M104,COUR,COURSERA INC,0,-11431,0,-84.13K,CLOSE,0%
293594107,ENVX,ENOVIX CORPORATION,0,-11557,0,-84.48K,CLOSE,0%
88556E102,TDUP,THREDUP INC,0,-13434,0,-85.84K,CLOSE,0%
71944F106,PHR,PHREESIA INC,16260,-10354,136.26K,-86.77K,-38.9%,<.01%
30161Q104,EXEL,EXELIXIS INC,5235,-2040,224.53K,-87.5K,-28%,<.01%
00090Q103,ADT,ADT INC DEL,0,-11031,0,-89.02K,CLOSE,0%
22160K105,COST,COSTCO WHOLESALE CORPORATION,2339,-94,2.33M,-93.66K,-3.9%,0.05%
09739D100,BCC,BOISE CASCADE CO DEL,16369,-1305,1.24M,-98.98K,-7.4%,0.03%
860897107,SFIX,STITCH FIX INC,0,-18980,0,-99.64K,CLOSE,0%
67103H107,ORLY,OREILLY AUTOMOTIVE INC,3598,-1145,332.13K,-105.69K,-24.1%,<.01%
088929104,BGC,BGC GROUP INC,28915,-10813,282.79K,-105.75K,-27.2%,<.01%
253798102,DGII,DIGI INTL INC,6963,-2202,335.62K,-106.14K,-24%,<.01%
252784301,DRH,DIAMONDROCK HOSPITALITY CO,0,-12311,0,-110.31K,CLOSE,0%
16359R103,CHE,CHEMED CORP NEW,2492,-293,941.33K,-110.68K,-10.5%,0.02%
49446R109,KIM,KIMCO REALTY CORP,121347,-4930,2.73M,-110.78K,-3.9%,0.06%
25179M103,DVN,DEVON ENERGY CORP NEW,4887,-2220,245.91K,-111.71K,-31.2%,<.01%
21044C107,ROAD,CONSTRUCTION PARTNERS INC,2428,-1017,269.8K,-113.01K,-29.5%,<.01%
12504L109,CBRE,CBRE GROUP INC,1521,-838,206.03K,-113.52K,-35.5%,<.01%
83545G102,SAH,SONIC AUTOMOTIVE INC,3129,-1681,214.56K,-115.27K,-34.9%,<.01%
90114C107,TUYA,TUYA INC,0,-56641,0,-119.51K,CLOSE,0%
52736R102,LEVI,LEVI STRAUSS & CO NEW,11601,-6495,214.5K,-120.09K,-35.9%,<.01%
948849104,WMK,WEIS MKTS INC,7831,-1763,535.56K,-120.57K,-18.4%,0.01%
25960P109,DEI,DOUGLAS EMMETT INC,0,-11432,0,-125.64K,CLOSE,0%
20451Q104,CODI,COMPASS DIVERSIFIED,0,-26475,0,-127.08K,CLOSE,0%
48716P108,KRNY,KEARNY FINL CORP MD,0,-17288,0,-128.1K,CLOSE,0%
683712103,OPEN,OPENDOOR TECHNOLOGIES INC,0,-22268,0,-129.82K,CLOSE,0%
36237H101,GIII,G III APPAREL GROUP LTD,32799,-4716,908.53K,-130.63K,-12.6%,0.02%
959802109,WU,WESTERN UN CO,11347,-14975,99.06K,-130.73K,-56.9%,<.01%
879433829,TDS,TELEPHONE & DATA SYS INC,21633,-3107,910.75K,-130.8K,-12.6%,0.02%
758075402,RWT,REDWOOD TRUST INC,88780,-23897,498.06K,-134.06K,-21.2%,0.01%
14149Y108,CAH,CARDINAL HEALTH INC,5507,-635,1.16M,-134.18K,-10.3%,0.03%
55405W104,MYRG,MYR GROUP INC,8100,-480,2.29M,-135.51K,-5.6%,0.05%
248019101,DLX,DELUXE CORP MEDIUM TERM NTS,18224,-5002,501.89K,-137.76K,-21.5%,0.01%
55826T102,SPHR,SPHERE ENTERTAINMENT CO,15370,-1181,1.8M,-138.65K,-7.1%,0.04%
71601V105,WOOF,PETCO HEALTH & WELLNESS CO,0,-50407,0,-141.64K,CLOSE,0%
493267108,KEY,KEYCORP,64022,-7084,1.28M,-142.03K,-10%,0.03%
32051X108,FHB,FIRST HAWAIIAN INC,37059,-5784,913.13K,-142.52K,-13.5%,0.02%
500255104,KSS,KOHLS CORP,140120,-11048,1.81M,-142.52K,-7.3%,0.04%
49428J109,KE,KIMBALL ELECTRONICS INC,10534,-6078,249.55K,-143.99K,-36.6%,<.01%
03945R102,ACHR,ARCHER AVIATION INC,0,-19372,0,-145.68K,CLOSE,0%
440327104,HMN,HORACE MANN EDUCATORS CORP N,15552,-3423,663.76K,-146.09K,-18%,0.02%
358054104,FRSH,FRESHWORKS INC,0,-12064,0,-147.78K,CLOSE,0%
483007704,KALU,KAISER ALUMINIUM CORPORATION,11675,-1283,1.41M,-154.61K,-9.9%,0.03%
00724F101,ADBE,ADOBE INC,89873,-638,21.85M,-155.09K,-0.7%,0.51%
535219109,LIND,LINDBLAD EXPEDITIONS HLDGS,0,-10815,0,-155.95K,CLOSE,0%
43289P106,HIMX,HIMAX TECHNOLOGIES INC,38634,-20072,304.05K,-157.97K,-34.2%,<.01%
229050307,CYRX,CRYOPORT INC,0,-16665,0,-159.98K,CLOSE,0%
03152W109,FOLD,AMICUS THERAPEUTICS INC,0,-11396,0,-162.28K,CLOSE,0%
75960P104,RELY,REMITLY GLOBAL INC,0,-11816,0,-163.06K,CLOSE,0%
231021106,CMI,CUMMINS INC,445,-307,239.42K,-165.17K,-40.8%,<.01%
09058V103,BCRX,BIOCRYST PHARMACEUTICALS INC,20567,-17577,195.8K,-167.33K,-46.1%,<.01%
82312B106,SHEN,SHENANDOAH,0,-14553,0,-168.23K,CLOSE,0%
02376R102,AAL,AMERICAN AIRLS GROUP INC,0,-11336,0,-173.78K,CLOSE,0%
206787103,CNDT,CONDUENT INC,0,-92262,0,-177.14K,CLOSE,0%
26441C204,DUK,DUKE ENERGY CORP NEW,2874,-1357,376.32K,-177.69K,-32.1%,<.01%
26210V102,DRVN,DRIVEN BRANDS HLDGS INC,0,-12085,0,-179.1K,CLOSE,0%
58450V104,MAX,MEDIAALPHA INC,0,-13922,0,-180.29K,CLOSE,0%
911684108,AD,ARRAY DIGITAL INFRASTRUCTURE,15045,-3949,694.18K,-182.21K,-20.8%,0.02%
880890108,TX,TERNIUM SA,10760,-4631,432.01K,-185.93K,-30.1%,0.01%
13462K109,CWH,CAMPING WORLD HLDGS INC,0,-19293,0,-187.72K,CLOSE,0%
31188V100,FSLY,FASTLY INC,0,-18479,0,-188.12K,CLOSE,0%
11120U105,BRX,BRIXMOR PPTY GROUP INC,69345,-6589,2M,-189.76K,-8.7%,0.05%
390607109,GLDD,GREAT LAKES DREDGE & DOCK,0,-14568,0,-191.13K,CLOSE,0%
700517105,PK,PARK HOTELS & RESORTS INC,313905,-18164,3.31M,-191.27K,-5.5%,0.08%
229663109,CUBE,CUBESMART,10874,-5230,398.53K,-191.68K,-32.5%,<.01%
64828T201,RITM,RITHM CAPITAL CORP,413204,-20658,3.92M,-195.84K,-4.8%,0.09%
014752109,ALX,ALEXANDERS INC,3191,-839,753.71K,-198.17K,-20.8%,0.02%
05605H100,BWXT,BWX TECHNOLOGIES INC,2930,-976,599.16K,-199.58K,-25%,0.01%
783754104,RYZ,RYERSON HLDG CORP,0,-7967,0,-200.45K,CLOSE,0%
824348106,SHW,SHERWIN WILLIAMS CO,0,-619,0,-200.57K,CLOSE,0%
58844R108,MBIN,MERCHANTS BANCORP IND,0,-5908,0,-201.23K,CLOSE,0%
60871R209,TAP,MOLSON COORS BEVERAGE CO,0,-4325,0,-201.89K,CLOSE,0%
78573L106,SBRA,SABRA HEALTH CARE REIT INC,171383,-10616,3.3M,-204.15K,-5.8%,0.08%
649604840,ADAM,ADAMAS TRUST INC.,0,-28012,0,-204.49K,CLOSE,0%
92346J108,VCEL,VERICEL CORP,0,-5700,0,-205.26K,CLOSE,0%
74276R102,PRVA,PRIVIA HEALTH GROUP INC,0,-8726,0,-206.89K,CLOSE,0%
866674104,SUI,SUN CMNTYS INC,0,-1676,0,-207.67K,CLOSE,0%
466313103,JBL,JABIL INC,2156,-785,572.7K,-208.52K,-26.7%,0.01%
637215104,NPK,NATIONAL PRESTO INDS INC,0,-1957,0,-208.93K,CLOSE,0%
258278100,DORM,DORMAN PRODS INC,12663,-2005,1.32M,-209.24K,-13.7%,0.03%
87612E106,TGT,TARGET CORP,0,-2142,0,-209.38K,CLOSE,0%
45166A102,IDYA,IDEAYA BIOSCIENCES INC,0,-6070,0,-209.84K,CLOSE,0%
60255C885,DFTX,MIND MEDICINE MINDMED INC,0,-15691,0,-210.1K,CLOSE,0%
398433102,GFF,GRIFFON CORP,0,-2950,0,-217.27K,CLOSE,0%
693656100,PVH,PVH CORPORATION,29417,-3118,2.05M,-217.51K,-9.6%,0.05%
67576A100,OCUL,OCULAR THERAPEUTIX INC,0,-17932,0,-217.69K,CLOSE,0%
128030202,CALM,CAL MAINE FOODS INC,4664,-2757,369.16K,-218.22K,-37.2%,<.01%
30040P103,EVTC,EVERTEC INC,0,-7579,0,-220.47K,CLOSE,0%
531229755,FWONK,LIBERTY MEDIA CORP DEL,0,-2243,0,-220.96K,CLOSE,0%
62878D100,NABL,N-ABLE INC,0,-29619,0,-221.55K,CLOSE,0%
45687V106,IR,INGERSOLL RAND INC,0,-2799,0,-221.74K,CLOSE,0%
628778102,NBTB,NBT BANCORP INC,0,-5358,0,-222.46K,CLOSE,0%
556269108,SHOO,MADDEN STEVEN LTD,0,-5353,0,-222.9K,CLOSE,0%
83304A106,SNAP,SNAP INC,0,-27624,0,-222.93K,CLOSE,0%
69380Q107,PACS,PACS GROUP INC,0,-5813,0,-223.16K,CLOSE,0%
103002101,BWMN,BOWMAN CONSULTING GROUP LTD,0,-6798,0,-224.47K,CLOSE,0%
655663102,NDSN,NORDSON CORP,0,-935,0,-224.8K,CLOSE,0%
71880K101,PHIN,PHINIA INC,42729,-3336,2.92M,-228.32K,-7.2%,0.07%
23285D109,CTKB,CYTEK BIOSCIENCES INC,0,-45376,0,-229.15K,CLOSE,0%
834203309,SLNO,SOLENO THERAPEUTICS INC,0,-4959,0,-229.6K,CLOSE,0%
876030107,TPR,TAPESTRY INC,24158,-1634,3.41M,-230.57K,-6.3%,0.08%
001744101,AMN,AMN HEALTHCARE SVCS INC,0,-14660,0,-231.04K,CLOSE,0%
338307101,FIVN,FIVE9 INC,0,-11565,0,-231.88K,CLOSE,0%
74319N100,ACDC,PROFRAC HLDG CORP,69890,-37411,433.32K,-231.95K,-34.9%,0.01%
389375106,GTN,GRAY MEDIA INC,0,-48044,0,-232.53K,CLOSE,0%
17275R102,CSCO,CISCO SYS INC,44608,-3001,3.46M,-232.85K,-6.3%,0.08%
675232102,OII,OCEANEERING INTL INC,28094,-6583,996.49K,-233.5K,-19%,0.02%
45688C107,NGVT,INGEVITY CORP,0,-3999,0,-236.66K,CLOSE,0%
98954M200,Z,ZILLOW GROUP INC,0,-3484,0,-237.68K,CLOSE,0%
52472M101,LEGH,LEGACY HOUSING CORP,0,-12345,0,-240.97K,CLOSE,0%
76009N100,UPBD,UPBOUND GROUP INC,0,-13767,0,-241.75K,CLOSE,0%
683797104,OPY,OPPENHEIMER HLDGS INC,2367,-2716,211.11K,-242.24K,-53.4%,<.01%
82982L103,SITE,SITEONE LANDSCAPE SUPPLY,0,-1949,0,-242.77K,CLOSE,0%
10576N102,BRZE,BRAZE INC,0,-7113,0,-243.91K,CLOSE,0%
37637K108,GTLB,GITLAB INC,0,-6504,0,-244.09K,CLOSE,0%
03027X100,AMT,AMERICAN TOWER CORP,1186,-1425,204.68K,-245.93K,-54.6%,<.01%
04626A103,ALAB,ASTERA LABS INC,0,-1480,0,-246.21K,CLOSE,0%
04280A100,ARWR,ARROWHEAD PHARMACEUTICALS,0,-3710,0,-246.31K,CLOSE,0%
03213A104,AMPL,AMPLITUDE INC,0,-21307,0,-246.74K,CLOSE,0%
199333105,CMCO,COLUMBUS MCKINNON CORP N Y,25636,-16990,372.49K,-246.86K,-39.9%,<.01%
07556Q881,BZH,BEAZER HOMES USA INC,39634,-12923,762.56K,-248.64K,-24.6%,0.02%
910710102,ACIC,AMERICAN COASTAL INS CORP,0,-19891,0,-251.22K,CLOSE,0%
28852N109,EFC,ELLINGTON FINANCIAL INC,72520,-21296,859.36K,-252.36K,-22.7%,0.02%
55272X607,MFA,MFA FINL INC,169638,-26351,1.63M,-252.44K,-13.4%,0.04%
03969K108,ARQT,ARCUTIS BIOTHERAPEUTICS INC,0,-8718,0,-253.17K,CLOSE,0%
92047W101,VVV,VALVOLINE INC,0,-8722,0,-253.46K,CLOSE,0%
69354N106,PRAA,PRA GROUP INC,13795,-14525,241.41K,-254.19K,-51.3%,<.01%
55305B101,MHO,M/I HOMES INC,6967,-2093,853.11K,-256.29K,-23.1%,0.02%
36118L106,FUTU,FUTU HLDGS LTD,0,-1633,0,-268.15K,CLOSE,0%
296315104,ESE,ESCO TECHNOLOGIES INC,0,-1378,0,-269.25K,CLOSE,0%
530307305,LBRDK,LIBERTY BROADBAND CORP,447192,-5363,22.49M,-269.76K,-1.2%,0.52%
431284108,HIW,HIGHWOODS PPTYS INC,0,-10533,0,-271.96K,CLOSE,0%
917047102,URBN,URBAN OUTFITTERS INC,0,-3661,0,-275.53K,CLOSE,0%
46817M107,JXN,JACKSON FINANCIAL INC,57713,-2613,6.1M,-276.25K,-4.3%,0.14%
34986A104,FWRD,FORWARD AIR CORP,10971,-16599,183.32K,-277.37K,-60.2%,<.01%
04956D107,ATMU,ATMUS FILTRATION,0,-5423,0,-281.51K,CLOSE,0%
91324P102,UNH,UNITEDHEALTH GROUP INC,3614,-1050,977.91K,-284.12K,-22.5%,0.02%
20451N101,CMP,COMPASS MINERALS INTL INC,21968,-12233,512.95K,-285.64K,-35.8%,0.01%
53263P105,LMB,LIMBACH HLDGS INC,11412,-3692,890.71K,-288.16K,-24.4%,0.02%
75734B100,RDDT,REDDIT INC,0,-1268,0,-291.48K,CLOSE,0%
12008R107,BLDR,BUILDERS FIRSTSOURCE INC,0,-2834,0,-291.59K,CLOSE,0%
192422103,CGNX,COGNEX CORP,0,-8164,0,-293.74K,CLOSE,0%
86771W105,RUN,SUNRUN INC,108319,-21668,1.47M,-293.82K,-16.7%,0.03%
228903100,AORT,ARTIVION INC,0,-6458,0,-294.55K,CLOSE,0%
771049103,RBLX,ROBLOX CORP,0,-3647,0,-295.52K,CLOSE,0%
23204G100,CUBI,CUSTOMERS BANCORP INC,0,-4043,0,-295.62K,CLOSE,0%
