CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
56418H100,MAN,MANPOWERGROUP INC WIS,6512,321,191.84K,9.46K,+5.2%,<.01%
219948106,CPAY,CORPAY INC,77,26,22.41K,7.57K,+51%,<.01%
85208T107,CXM,SPRINKLR INC,1254,1254,7.52K,7.52K,NEW,<.01%
462260100,IOVA,IOVANCE BIOTHERAPEUTICS INC,13812,1860,48.48K,6.53K,+15.6%,<.01%
500688106,KOS,KOSMOS ENERGY LTD,16863,2232,46.88K,6.2K,+15.3%,<.01%
05352A100,AVTR,AVANTOR INC,591,591,4.63K,4.63K,NEW,<.01%
74347R206,QLD,PROSHARES TR,198,72,12.08K,4.39K,+57.1%,<.01%
07373V105,BEAM,BEAM THERAPEUTICS INC,183,183,4.36K,4.36K,NEW,<.01%
69553P100,PD,PAGERDUTY INC,28808,613,178.9K,3.81K,+2.2%,<.01%
928254101,VIRT,VIRTU FINL INC,84,84,3.69K,3.69K,NEW,<.01%
765504105,RR,RICHTECH ROBOTICS INC,163218,1176,341.13K,2.46K,+0.7%,<.01%
552848103,MTG,MGIC INVT CORP WIS,87,87,2.28K,2.28K,NEW,<.01%
03213A104,AMPL,AMPLITUDE INC,293,293,2K,2K,NEW,<.01%
750102105,RXT,RACKSPACE TECHNOLOGY INC,2124,2004,2.08K,1.96K,+1670%,<.01%
90187B804,TWO,TWO HARBORS INVENTMENT CORPO,154,154,1.76K,1.76K,NEW,<.01%
35909R108,ULCC,FRONTIER GROUP HLDGS INC,1698,491,5.99K,1.73K,+40.7%,<.01%
138103106,CTLP,CANTALOUPE INC,157,157,1.7K,1.7K,NEW,<.01%
405217100,HAIN,HAIN CELESTIAL GROUP INC,2223,1401,1.55K,977.49,+170.4%,<.01%
29452E101,EQH,EQUITABLE HLDGS INC,17,17,631,631,NEW,<.01%
G6964L206,PSFE,PAYSAFE LIMITED,87,87,592,592,NEW,<.01%
00165C302,AMC,AMC ENTMT HLDGS INC,545,545,534,534,NEW,<.01%
45174J509,IHRT,IHEARTMEDIA INC,139,139,406,406,NEW,<.01%
816307300,SLQT,SELECTQUOTE INC,598,598,376,376,NEW,<.01%
74765K105,QSI,QUANTUM SI INC,448,448,347,347,NEW,<.01%
566330106,MCS,MARCUS CORP DEL,34000,0,583.78K,0,NO CHANGE,0.01%
606822104,MUFG,MITSUBISHI UFJ FINANCIAL GRO,10946,0,185.75K,0,NO CHANGE,<.01%
20454B104,CMPX,COMPASS THERAPEUTICS INC,25000,0,132.25K,0,NO CHANGE,<.01%
031162100,AMGN,AMGEN INC,200,0,70.37K,0,NO CHANGE,<.01%
03879J100,ABUS,ARBUTUS BIOPHARMA CORP,14000,0,63K,0,NO CHANGE,<.01%
40434L105,HPQ,HP INC,2600,0,49.95K,0,NO CHANGE,<.01%
926400102,VSCO,VICTORIAS SECRET AND CO,479,0,22.21K,0,NO CHANGE,<.01%
654106103,NKE,NIKE INC,400,0,21.13K,0,NO CHANGE,<.01%
74841A113,QETAR,QUETTA ACQUISITION CORP,13762,0,20.37K,0,NO CHANGE,<.01%
40472A128,EONRWS,EON RESOURCES INC,175500,0,19.94K,0,NO CHANGE,<.01%
23248B117,CXAIW,CXAPP INC,515198,0,16.49K,0,NO CHANGE,<.01%
923372114,VGASW,VERDE CLEAN FUELS INC,394193,0,8.24K,0,NO CHANGE,<.01%
G5380J118,LANVWS,LANVIN GROUP HOLDINGS LIMITE,418738,0,4.61K,0,NO CHANGE,<.01%
G6529J118,GDEVW,GDEV INC,352134,0,2.92K,0,NO CHANGE,<.01%
76119X113,RSVRW,RESERVOIR MEDIA INC,12299,0,2.46K,0,NO CHANGE,<.01%
G0544E113,NIVFW,NEWGENIVF GROUP LIMITED,161871,0,2.27K,0,NO CHANGE,<.01%
G86302117,SWVLW,SWVL HOLDINGS CORP,142899,0,1.24K,0,NO CHANGE,<.01%
19207A116,COEPW,COEPTIS THERAPEUTICS HLDGS I,79942,0,927,0,NO CHANGE,<.01%
G7852T111,SAIHW,SAIHEAT LTD,15063,0,435,0,NO CHANGE,<.01%
G38617117,GIBOW,GIBO HOLDINGS LTD.,16097,0,362,0,NO CHANGE,<.01%
485859110,KPLTW,KATAPULT HOLDINGS INC,49390,0,114,0,NO CHANGE,<.01%
53960E205,LOCL,LOCAL BOUNTI CORP,0,-23364,0,-37,CLOSE,0%
18914F103,CLOV,CLOVER HEALTH INVESTMENTS CO,99483,-92,175.09K,-161.92,-0.1%,<.01%
G6223S117,MLECW,MOOLEC SCIENCE SA,0,-49911,0,-289,CLOSE,0%
G5391L110,LVROW,LAVORO LTD,0,-53396,0,-582,CLOSE,0%
46429B671,MCHI,ISHARES TR,2436,-11,136.85K,-617.98,-0.4%,<.01%
G0369L119,ANGHW,ANGHAMI INC,1435295,-50000,17.8K,-620.01,-3.4%,<.01%
25459W862,SPXL,DIREXION SHS ETF TR,0,-4,0,-882,CLOSE,0%
184499101,CLNE,CLEAN ENERGY FUELS CORP,0,-437,0,-918,CLOSE,0%
075896159,BBBYW,BED BATH & BEYOND INC,2338,-1642,1.31K,-922.13,-41.3%,<.01%
15961R303,CHPT,CHARGEPOINT HOLDINGS INC,1784,-360,8.67K,-1.75K,-16.8%,<.01%
52603B107,TREE,LENDINGTREE INC NEW,0,-33,0,-1.75K,CLOSE,0%
120076104,BBW,BUILD-A-BEAR WORKSHOP INC,0,-40,0,-2.45K,CLOSE,0%
759916109,RGEN,REPLIGEN CORP,0,-18,0,-2.95K,CLOSE,0%
G4000K175,GRRR,GORILLA TECHNOLOGY GROUP INC,0,-273,0,-2.98K,CLOSE,0%
89417E109,TRV,TRAVELERS COMPANIES INC,0,-11,0,-3.19K,CLOSE,0%
539439109,LYG,LLOYDS BANKING GROUP PLC,0,-719,0,-3.81K,CLOSE,0%
M2197Q107,CLBT,CELLEBRITE DI LTD,5328,-337,73.42K,-4.64K,-5.9%,<.01%
808541106,MATV,MATIV HOLDINGS INC,0,-385,0,-4.68K,CLOSE,0%
M25133105,CGNT,COGNYTE SOFTWARE LTD,0,-521,0,-4.9K,CLOSE,0%
M85548101,SSYS,STRATASYS LTD,11137,-807,86.98K,-6.3K,-6.8%,<.01%
M84137104,SMWB,SIMILARWEB LTD,0,-871,0,-6.52K,CLOSE,0%
122017106,BURL,BURLINGTON STORES INC,0,-23,0,-6.64K,CLOSE,0%
98423F109,XMTR,XOMETRY INC,0,-112,0,-6.66K,CLOSE,0%
09354A100,BLNK,BLINK CHARGING CO,0,-10536,0,-7.03K,CLOSE,0%
640979100,NMRA,NEUMORA THERAPEUTICS INC.,0,-4000,0,-7.16K,CLOSE,0%
46578C108,IE,IVANHOE ELECTRIC INC,10979,-616,129.77K,-7.28K,-5.3%,<.01%
00288U106,ABCL,ABCELLERA BIOLOGICS INC,7678,-2168,26.8K,-7.57K,-22%,<.01%
826919102,SLAB,SILICON LABORATORIES INC,0,-66,0,-8.63K,CLOSE,0%
M78673114,PERI,PERION NETWORK LTD,0,-901,0,-8.63K,CLOSE,0%
05508R106,BGS,B & G FOODS INC,21532,-2048,103.57K,-9.85K,-8.7%,<.01%
248356107,DNN,DENISON MINES CORP,0,-3930,0,-10.45K,CLOSE,0%
124155102,BFLY,BUTTERFLY NETWORK INC,3181,-2968,12.85K,-11.99K,-48.3%,<.01%
Y2065G121,DHT,DHT HOLDINGS INC,0,-994,0,-12.14K,CLOSE,0%
808513105,SCHW,SCHWAB CHARLES CORP,63288,-138,5.95M,-12.97K,-0.2%,0.12%
24869P104,DENN,DENNYS CORP,0,-2131,0,-13.26K,CLOSE,0%
87265H109,TPH,TRI POINTE HOMES INC,0,-449,0,-14.13K,CLOSE,0%
860897107,SFIX,STITCH FIX INC,0,-2707,0,-14.21K,CLOSE,0%
Y62267409,NMM,NAVIOS MARITIME PARTNERS LP,7991,-211,539.23K,-14.24K,-2.6%,0.01%
25400W102,APPS,DIGITAL TURBINE INC,5480,-4955,15.78K,-14.27K,-47.5%,<.01%
89422G107,TVTX,TRAVERE THERAPEUTICS INC,0,-374,0,-14.29K,CLOSE,0%
09173B107,BITF,BITFARMS LTD,12468,-9996,24.31K,-19.49K,-44.5%,<.01%
69932A204,PSKY,PARAMOUNT SKYDANCE CORP,800,-2200,7.22K,-19.84K,-73.3%,<.01%
37611X209,DNA,GINKGO BIOWORKS HOLDINGS INC,0,-2637,0,-21.91K,CLOSE,0%
G9460G101,VAL,VALARIS LTD,9440,-224,925.5K,-21.96K,-2.3%,0.02%
552690109,MDU,MDU RES GROUP INC,0,-1133,0,-22.12K,CLOSE,0%
517125100,LRMR,LARIMAR THERAPEUTICS INC,20000,-5000,90K,-22.5K,-20%,<.01%
22041X102,CRSR,CORSAIR GAMING INC,0,-3838,0,-22.8K,CLOSE,0%
48553T106,BZ,KANZHUN LIMITED,6852,-1731,91.75K,-23.18K,-20.2%,<.01%
129500104,CAL,CALERES INC,16992,-2273,179.1K,-23.96K,-11.8%,<.01%
934550203,WMG,WARNER MUSIC GROUP CORP,0,-784,0,-24.05K,CLOSE,0%
G7500M104,RNW,RENEW ENERGY GLOBAL PLC,0,-4351,0,-24.58K,CLOSE,0%
38246G108,GDRX,GOODRX HLDGS INC,0,-9172,0,-24.86K,CLOSE,0%
73642K106,PTLO,PORTILLOS INC,12805,-4871,67.74K,-25.77K,-27.6%,<.01%
91529Y106,UNM,UNUM GROUP,5823,-369,425.25K,-26.95K,-6%,<.01%
05156V102,AUPH,AURINIA PHARMACEUTICALS INC,4236,-1867,62.78K,-27.67K,-30.6%,<.01%
25609L105,DCBO,DOCEBO INC,0,-1270,0,-28.19K,CLOSE,0%
00183L201,ANGI,ANGI INC,0,-2208,0,-28.55K,CLOSE,0%
553530106,MSM,MSC INDL DIRECT INC,0,-375,0,-31.54K,CLOSE,0%
75134P600,METC,RAMACO RES INC,0,-1791,0,-32.24K,CLOSE,0%
41068X100,HASI,HA SUSTAINABLE INFRA CAP INC,4429,-883,162.77K,-32.45K,-16.6%,<.01%
03237H101,AMLX,AMYLYX PHARMACEUTICALS INC,0,-2825,0,-34.13K,CLOSE,0%
03969T109,ARCT,ARCTURUS THERAPEUTICS HLDGS,0,-5700,0,-34.94K,CLOSE,0%
74164M108,PRI,PRIMERICA INC,0,-142,0,-36.69K,CLOSE,0%
45827U109,INTA,INTAPP INC,0,-836,0,-38.31K,CLOSE,0%
G3223R108,EG,EVEREST GROUP LTD,1036,-118,338.62K,-38.57K,-10.2%,<.01%
428291108,HXL,HEXCEL CORP NEW,5555,-482,449.57K,-39.01K,-8%,<.01%
051774107,AUR,AURORA INNOVATION INC,24107,-10260,99.32K,-42.27K,-29.9%,<.01%
37954Y855,LIT,GLOBAL X FDS,0,-654,0,-42.42K,CLOSE,0%
B38564108,CMBT,CMB.TECH NV,8787,-3407,111.16K,-43.1K,-27.9%,<.01%
45245E109,IMAX,IMAX CORP,0,-1168,0,-43.17K,CLOSE,0%
30040W108,ES,EVERSOURCE ENERGY,0,-654,0,-44.03K,CLOSE,0%
001744101,AMN,AMN HEALTHCARE SVCS INC,0,-2821,0,-44.46K,CLOSE,0%
Y3894J187,IMPP,IMPERIAL PETE INC,0,-12567,0,-45.49K,CLOSE,0%
66981J102,MNSO,MINISO GROUP HLDG LTD,0,-2494,0,-46.76K,CLOSE,0%
117043109,BC,BRUNSWICK CORP,1818,-650,132.28K,-47.29K,-26.3%,<.01%
831754106,SWBI,SMITH & WESSON BRANDS INC,0,-4796,0,-47.34K,CLOSE,0%
739276103,POWI,POWER INTEGRATIONS INC,5778,-931,295.83K,-47.67K,-13.9%,<.01%
238337109,PLAY,DAVE & BUSTERS ENTMT INC,8253,-4541,89.38K,-49.18K,-35.5%,<.01%
G6359F137,NBR,NABORS INDUSTRIES LTD,2076,-581,178.66K,-50K,-21.9%,<.01%
235825205,DAN,DANA INC,0,-2147,0,-51.01K,CLOSE,0%
268150109,DT,DYNATRACE INC,19390,-1410,717.04K,-52.14K,-6.8%,0.01%
G0176J109,ALLE,ALLEGION PLC,677,-362,98.36K,-52.59K,-34.8%,<.01%
071734107,BHC,BAUSCH HEALTH COS INC,21951,-9862,118.53K,-53.25K,-31%,<.01%
521865204,LEA,LEAR CORP,0,-466,0,-53.4K,CLOSE,0%
00768Y453,MSOS,ADVISORSHARES TR,126727,-15178,449.88K,-53.88K,-10.7%,<.01%
76954A103,RIVN,RIVIAN AUTOMOTIVE INC,270500,-3582,4.07M,-53.91K,-1.3%,0.08%
902681105,UGI,UGI CORP NEW,6115,-1490,222.71K,-54.27K,-19.6%,<.01%
257554105,DOMO,DOMO INC,0,-6508,0,-54.86K,CLOSE,0%
29260V105,DAVA,ENDAVA PLC,33309,-12517,147.23K,-55.33K,-27.3%,<.01%
69888T207,PARR,PAR PAC HOLDINGS INC,0,-1592,0,-55.94K,CLOSE,0%
68373M107,OPRA,OPERA LTD,0,-3960,0,-56.07K,CLOSE,0%
749685103,RPM,RPM INTL INC,0,-540,0,-56.16K,CLOSE,0%
477143101,JBLU,JETBLUE AIRWAYS CORP,231800,-12744,1.02M,-56.33K,-5.2%,0.02%
38046C109,GOGO,GOGO INC,0,-12210,0,-56.9K,CLOSE,0%
60255C885,DFTX,MIND MEDICINE MINDMED INC,0,-4256,0,-56.99K,CLOSE,0%
624756102,MLI,MUELLER INDS INC,4010,-521,444.31K,-57.73K,-11.5%,<.01%
78573M104,SABR,SABRE CORP,14105,-39823,20.45K,-57.74K,-73.8%,<.01%
168905107,PLCE,CHILDRENS PL INC NEW,3200,-17247,10.75K,-57.95K,-84.3%,<.01%
55405Y100,MTSI,MACOM TECH SOLUTIONS HLDGS I,0,-349,0,-59.78K,CLOSE,0%
399473206,GRPN,GROUPON INC,22903,-5106,272.55K,-60.76K,-18.2%,<.01%
G31249108,ESTA,ESTABLISHMENT LABS HLDGS INC,0,-845,0,-61.58K,CLOSE,0%
546347105,LPX,LOUISIANA PAC CORP,1311,-863,95.38K,-62.78K,-39.7%,<.01%
92763W103,VIPS,VIPSHOP HLDGS LTD,0,-3599,0,-63.67K,CLOSE,0%
23355L106,DXC,DXC TECHNOLOGY CO,3561,-5096,44.76K,-64.06K,-58.9%,<.01%
92332V107,VTYX,VENTYX BIOSCIENCES INC,0,-7226,0,-65.25K,CLOSE,0%
015658107,ASTL,ALGOMA STL GROUP INC,0,-16374,0,-67.13K,CLOSE,0%
753422104,RPD,RAPID7 INC,2982,-12357,16.43K,-68.09K,-80.6%,<.01%
375916103,GIL,GILDAN ACTIVEWEAR INC,521,-1238,28.99K,-68.9K,-70.4%,<.01%
87256C101,TKO,TKO GROUP HOLDINGS INC,17114,-345,3.45M,-69.57K,-2%,0.07%
558868105,MDGL,MADRIGAL PHARMACEUTICALS INC,81,-133,42.4K,-69.62K,-62.1%,<.01%
115637209,BF.B,BROWN FORMAN CORP,30,-2677,793,-70.76K,-98.9%,<.01%
69007J304,OUT,OUTFRONT MEDIA INC,0,-2939,0,-70.83K,CLOSE,0%
049560105,ATO,ATMOS ENERGY CORP,1860,-385,343.58K,-71.12K,-17.1%,<.01%
91347P105,OLED,UNIVERSAL DISPLAY CORP,0,-611,0,-71.35K,CLOSE,0%
50127T109,KURA,KURA ONCOLOGY INC,0,-7055,0,-73.3K,CLOSE,0%
89531P105,TREX,TREX INC,5804,-2056,211.38K,-74.88K,-26.2%,<.01%
85859N300,STEM,STEM INC,0,-5011,0,-75.42K,CLOSE,0%
683344105,ONTO,ONTO INNOVATION INC,0,-489,0,-77.19K,CLOSE,0%
74276L105,PRCT,PROCEPT BIOROBOTICS CORP,2050,-3102,51.27K,-77.58K,-60.2%,<.01%
83067L208,SKLZ,SKILLZ INC,0,-18098,0,-78K,CLOSE,0%
39854F101,GRND,GRINDR INC,0,-5782,0,-78.29K,CLOSE,0%
G1110E107,BHVN,BIOHAVEN LTD,4153,-9400,35.13K,-79.52K,-69.4%,<.01%
05534B760,BCE,BCE INC,0,-3357,0,-79.96K,CLOSE,0%
913903100,UHS,UNIVERSAL HLTH SVCS INC,543,-448,97.18K,-80.18K,-45.2%,<.01%
46591M109,JOYY,JOYY INC,0,-1271,0,-82.31K,CLOSE,0%
07556Q881,BZH,BEAZER HOMES USA INC,2542,-4330,48.91K,-83.31K,-63%,<.01%
04342Y104,ASAN,ASANA INC,51446,-13297,329.25K,-85.1K,-20.5%,<.01%
650111107,NYT,NEW YORK TIMES CO MTN BE,5550,-1025,464.7K,-85.82K,-15.6%,<.01%
988498101,YUM,YUM BRANDS INC,1387,-554,215.65K,-86.14K,-28.5%,<.01%
929089100,VOYA,VOYA FINANCIAL INC,1433,-1268,97.9K,-86.63K,-46.9%,<.01%
02390A101,AMX,AMERICA MOVIL SAB DE CV,5157,-3487,131.4K,-88.85K,-40.3%,<.01%
92538J106,VERX,VERTEX INC,0,-4524,0,-90.34K,CLOSE,0%
053807103,AVT,AVNET INC,0,-1882,0,-90.49K,CLOSE,0%
74164F103,PRIM,PRIMORIS SVCS CORP,0,-744,0,-92.36K,CLOSE,0%
203668108,CYH,COMMUNITY HEALTH SYS INC NEW,0,-29834,0,-93.08K,CLOSE,0%
222070203,COTY,COTY INC,0,-30919,0,-95.23K,CLOSE,0%
12047B105,BMBL,BUMBLE INC,10098,-29380,32.92K,-95.78K,-74.4%,<.01%
G0585R106,AGO,ASSURED GUARANTY LTD,0,-1073,0,-96.43K,CLOSE,0%
10922N103,BHF,BRIGHTHOUSE FINL INC,0,-1500,0,-97.19K,CLOSE,0%
00091G104,ACVA,ACV AUCTIONS INC,0,-12135,0,-97.32K,CLOSE,0%
98422D105,XPEV,XPENG INC,353383,-5792,6.05M,-99.1K,-1.6%,0.12%
388689101,GPK,GRAPHIC PACKAGING HLDG CO,0,-6646,0,-100.09K,CLOSE,0%
36467J108,GLPI,GAMING & LEISURE PPTYS INC,0,-2244,0,-100.28K,CLOSE,0%
819047101,SHAK,SHAKE SHACK INC,8902,-1135,787.56K,-100.41K,-11.3%,0.02%
G9087Q102,TROX,TRONOX HOLDINGS PLC,0,-24202,0,-100.92K,CLOSE,0%
48242W106,KBR,KBR INC,0,-2521,0,-101.34K,CLOSE,0%
22717L101,CRON,CRONOS GROUP INC,8090,-40829,20.31K,-102.48K,-83.5%,<.01%
29415F104,NVST,ENVISTA HOLDINGS CORPORATION,0,-4728,0,-102.64K,CLOSE,0%
45826J105,NTLA,INTELLIA THERAPEUTICS INC,0,-11663,0,-104.85K,CLOSE,0%
830879102,SKYW,SKYWEST INC,0,-1052,0,-105.63K,CLOSE,0%
M5425M103,INMD,INMODE LTD,0,-7221,0,-106.08K,CLOSE,0%
922042858,VWO,VANGUARD INTL EQUITY INDEX F,25,-2001,1.35K,-108.13K,-98.8%,<.01%
50101L106,DNUT,KRISPY KREME INC,4312,-32107,14.62K,-108.85K,-88.2%,<.01%
31188V100,FSLY,FASTLY INC,0,-10694,0,-108.86K,CLOSE,0%
83570H108,SONO,SONOS INC,0,-6269,0,-110.08K,CLOSE,0%
95058W100,WEN,WENDYS CO,74310,-16005,516.46K,-111.23K,-17.7%,0.01%
72919P202,PLUG,PLUG POWER INC,0,-56611,0,-111.52K,CLOSE,0%
47103J105,JANX,JANUX THERAPEUTICS INC,2402,-8045,33.39K,-111.83K,-77%,<.01%
78467J100,SSNC,SS&C TECHNOLOGIES HLDGS INC,0,-1285,0,-112.33K,CLOSE,0%
688239201,OSK,OSHKOSH CORP,0,-897,0,-112.69K,CLOSE,0%
20451W101,CMPS,COMPASS PATHWAYS PLC,0,-16409,0,-113.22K,CLOSE,0%
957638109,WAL,WESTERN ALLIANCE BANCORP,0,-1367,0,-114.92K,CLOSE,0%
G1144A105,BTBT,BIT DIGITAL INC,22430,-88475,29.38K,-115.9K,-79.8%,<.01%
31620M106,FIS,FIDELITY NATL INFORMATION SV,5345,-2486,250.73K,-116.62K,-31.7%,<.01%
00090Q103,ADT,ADT INC DEL,8608,-17800,56.55K,-116.95K,-67.4%,<.01%
71363P106,PRDO,PERDOCEO ED CORP,0,-4072,0,-119.43K,CLOSE,0%
898697206,TCX,TUCOWS INC,0,-5349,0,-119.92K,CLOSE,0%
423403104,MOMO,HELLO GROUP INC,0,-18343,0,-120.15K,CLOSE,0%
464286871,EWH,ISHARES INC,24187,-5206,558.48K,-120.21K,-17.7%,0.01%
Y95308105,WVE,WAVE LIFE SCIENCES LTD,16288,-16953,118.09K,-122.91K,-51%,<.01%
65487X102,NOAH,NOAH HLDGS LTD,0,-12395,0,-124.45K,CLOSE,0%
946784105,WAY,WAYSTAR HLDG CORP,4769,-5176,114.98K,-124.79K,-52%,<.01%
H17182108,CRSP,CRISPR THERAPEUTICS AG,15086,-2624,717.64K,-124.82K,-14.8%,0.01%
89400J107,TRU,TRANSUNION,0,-1456,0,-124.85K,CLOSE,0%
53815P108,RAMP,LIVERAMP HLDGS INC,0,-4291,0,-126.03K,CLOSE,0%
92846Q107,COCO,VITA COCO CO INC,522,-2639,25.01K,-126.43K,-83.5%,<.01%
N20944109,CNH,CNH INDL N V,0,-13722,0,-126.52K,CLOSE,0%
90400D108,RARE,ULTRAGENYX PHARMACEUTICAL IN,7039,-6128,147.47K,-128.38K,-46.5%,<.01%
576485205,MTDR,MATADOR RES CO,11801,-2032,745.59K,-128.38K,-14.7%,0.02%
21833P301,CRBP,CORBUS PHARMACEUTICALS HLDGS,0,-15851,0,-129.03K,CLOSE,0%
690732102,ACH,OWENS & MINOR INC NEW,0,-46117,0,-129.13K,CLOSE,0%
556269108,SHOO,MADDEN STEVEN LTD,0,-3106,0,-129.33K,CLOSE,0%
053484101,AVB,AVALONBAY CMNTYS INC,0,-715,0,-129.64K,CLOSE,0%
72815L107,PLTK,PLAYTIKA HLDG CORP,17845,-46739,49.61K,-129.93K,-72.4%,<.01%
78709Y105,SAIA,SAIA INC,0,-402,0,-131.26K,CLOSE,0%
835495102,SON,SONOCO PRODS CO,0,-3107,0,-135.59K,CLOSE,0%
92338C103,VLTO,VERALTO CORP,0,-1388,0,-138.5K,CLOSE,0%
356390104,FRHC,FREEDOM HLDG CORP NEV,0,-1143,0,-139.08K,CLOSE,0%
09263B207,BKSY,BLACKSKY TECHNOLOGY INC,0,-7508,0,-140.78K,CLOSE,0%
92847W103,VITL,VITAL FARMS INC,7367,-10099,104.02K,-142.6K,-57.8%,<.01%
92937A102,WPP,WPP PLC NEW,0,-6353,0,-142.69K,CLOSE,0%
679295105,OKTA,OKTA INC,104528,-1815,8.23M,-142.86K,-1.7%,0.17%
74467Q103,PUBM,PUBMATIC INC,13083,-17497,107.02K,-143.13K,-57.2%,<.01%
98980L101,ZM,ZOOM COMMUNICATIONS INC,68406,-1788,5.5M,-143.74K,-2.5%,0.11%
88822Q103,TIPT,TIPTREE INC,0,-7884,0,-144.04K,CLOSE,0%
89377M109,TMDX,TRANSMEDICS GROUP INC,0,-1200,0,-145.98K,CLOSE,0%
680665205,OLN,OLIN CORP,68049,-5078,2.02M,-150.97K,-6.9%,0.04%
G5784H106,MANU,MANCHESTER UTD PLC NEW,0,-9619,0,-153.13K,CLOSE,0%
G4740B105,ICHR,ICHOR HOLDINGS,0,-8419,0,-155.16K,CLOSE,0%
88554D205,DDD,3D SYS CORP DEL,22168,-82978,41.68K,-156K,-78.9%,<.01%
464285204,IAU,ISHARES GOLD TR,0,-1954,0,-158.61K,CLOSE,0%
34379V103,FLNC,FLUENCE ENERGY INC,0,-8108,0,-160.38K,CLOSE,0%
059460303,BBD,BANCO BRADESCO S A,0,-48400,0,-161.17K,CLOSE,0%
G4863A108,BRSL,BRIGHTSTAR LOTTERY PLC,0,-10466,0,-162.01K,CLOSE,0%
64111Q104,NTGR,NETGEAR INC,0,-6662,0,-163.42K,CLOSE,0%
50155Q100,KD,KYNDRYL HLDGS INC,0,-6312,0,-167.65K,CLOSE,0%
989207105,ZBRA,ZEBRA TECHNOLOGIES CORPORATI,0,-717,0,-174.1K,CLOSE,0%
10806X102,BBIO,BRIDGEBIO PHARMA INC,1745,-2386,129.58K,-177.18K,-57.8%,<.01%
25460G120,LABU,DIREXION SHARES ETF TRUST,1428,-1069,237.18K,-177.55K,-42.8%,<.01%
201723103,CMC,COMMERCIAL METALS CO,2452,-2915,150.63K,-179.07K,-54.3%,<.01%
46438R105,ETHA,ISHARES ETHEREUM TR,85202,-11346,1.35M,-179.61K,-11.8%,0.03%
05370A108,RNA,AVIDITY BIOSCIENCES INC,0,-2500,0,-180.32K,CLOSE,0%
971378104,WSC,WILLSCOT HLDGS CORP,4615,-10433,80.12K,-181.12K,-69.3%,<.01%
955306105,WST,WEST PHARMACEUTICAL SVSC INC,0,-663,0,-182.42K,CLOSE,0%
004225108,ACAD,ACADIA PHARMACEUTICALS INC,0,-6846,0,-182.86K,CLOSE,0%
92047W101,VVV,VALVOLINE INC,0,-6361,0,-184.85K,CLOSE,0%
912932100,UNIT,UNITI GROUP LLC,8171,-19709,76.64K,-184.87K,-70.7%,<.01%
09058V103,BCRX,BIOCRYST PHARMACEUTICALS INC,0,-23777,0,-185.46K,CLOSE,0%
018802108,LNT,ALLIANT ENERGY CORP,11888,-2591,853.08K,-185.93K,-17.9%,0.02%
30161Q104,EXEL,EXELIXIS INC,0,-4301,0,-188.51K,CLOSE,0%
737446104,POST,POST HLDGS INC,0,-1923,0,-190.47K,CLOSE,0%
630402105,NSSC,NAPCO SEC TECHNOLOGIES INC,0,-4607,0,-192.11K,CLOSE,0%
04247X102,AWI,ARMSTRONG WORLD INDS INC NEW,0,-1011,0,-193.2K,CLOSE,0%
596278101,MIDD,MIDDLEBY CORP,0,-1324,0,-196.84K,CLOSE,0%
04956D107,ATMU,ATMUS FILTRATION TECHNOLOGIE,0,-3803,0,-197.41K,CLOSE,0%
146229109,CRI,CARTERS INC,1578,-5625,56.43K,-201.15K,-78.1%,<.01%
364760108,GAP,GAP INC,0,-7896,0,-202.14K,CLOSE,0%
09073M104,TECH,BIO-TECHNE CORP,1421,-3882,74.26K,-202.87K,-73.2%,<.01%
550241103,LUMN,LUMEN TECHNOLOGIES INC,191104,-29408,1.33M,-204.39K,-13.3%,0.03%
875372203,TNDM,TANDEM DIABETES CARE INC,0,-9358,0,-205.69K,CLOSE,0%
58155Q103,MCK,MCKESSON CORP,6473,-240,5.6M,-207.69K,-3.6%,0.12%
695156109,PKG,PACKAGING CORP AMER,198,-986,42.02K,-209.25K,-83.3%,<.01%
03945R102,ACHR,ARCHER AVIATION INC,492582,-40838,2.55M,-211.13K,-7.7%,0.05%
34959J108,FTV,FORTIVE CORP,0,-3836,0,-211.79K,CLOSE,0%
632307104,NTRA,NATERA INC,260,-1064,52K,-212.79K,-80.4%,<.01%
70202L102,PSN,PARSONS CORP DEL,1101,-3938,59.64K,-213.32K,-78.2%,<.01%
14149Y108,CAH,CARDINAL HEALTH INC,6917,-1015,1.46M,-214.48K,-12.8%,0.03%
559222401,MGA,MAGNA INTL INC,14830,-3883,827.66K,-216.71K,-20.8%,0.02%
200340107,CMA,COMERICA INC,0,-2500,0,-217.33K,CLOSE,0%
504922105,LH,LABCORP HOLDINGS INC,117,-817,31.22K,-217.99K,-87.5%,<.01%
985817105,YELP,YELP INC,0,-7199,0,-218.78K,CLOSE,0%
05156X850,ACB,AURORA CANNABIS INC,0,-52070,0,-219.74K,CLOSE,0%
67576A100,OCUL,OCULAR THERAPEUTIX INC,0,-18165,0,-220.52K,CLOSE,0%
05464T104,AXSM,AXSOME THERAPEUTICS INC,0,-1219,0,-222.64K,CLOSE,0%
M2029K104,BIRK,BIRKENSTOCK HOLDING PLC,7306,-6257,261.77K,-224.19K,-46.1%,<.01%
412822108,HOG,HARLEY DAVIDSON INC,0,-11111,0,-227.66K,CLOSE,0%
