CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
398182303,AHR,AMERICAN HEALTHCARE REIT INC,761,0,35.89K,0,NO CHANGE,<.01%
11120U105,BRX,BRIXMOR PROPERTY GROUP INC,1223,0,35.22K,0,NO CHANGE,<.01%
14174T107,CTRE,CARETRUST REIT INC,944,0,34.6K,0,NO CHANGE,<.01%
681936100,OHI,OMEGA HEALTHCARE INVESTORS,786,0,34.44K,0,NO CHANGE,<.01%
82846H504,QXOB,QXO INC CVTPFD 5.5,1732,0,33.63K,0,NO CHANGE,<.01%
124830878,CBL,CBL & ASSOCIATES PROPERTIES,861,0,33.09K,0,NO CHANGE,<.01%
32054K103,FR,FIRST INDUSTRIAL REALTY TR,566,0,32.74K,0,NO CHANGE,<.01%
23804LAD5,DDOG,DATADOG INC CVT,276,0,32.55K,0,NO CHANGE,<.01%
637417106,NNN,NATIONAL RETAIL PROPERTIES INC,701,0,29.46K,0,NO CHANGE,<.01%
63633D104,NHI,NATIONAL HEALTHCARE INVS INC,357,0,28.87K,0,NO CHANGE,<.01%
64119V303,NTST,NETSTREIT CORP,1472,0,27.72K,0,NO CHANGE,<.01%
46124J201,IVT,INVENTRUST PROPERTIES CORP,902,0,27.48K,0,NO CHANGE,<.01%
71844V201,PECO,PHILLIPS EDISON & COMPANY IN,734,0,27.47K,0,NO CHANGE,<.01%
875465106,SKT,TANGER FACTORY OUTLET CENTER,796,0,27.05K,0,NO CHANGE,<.01%
15202L107,CSR,CENTERSPACE,407,0,23.38K,0,NO CHANGE,<.01%
780259305,SHEL,SHELL PLC-ADR A,1,0,82,0,NO CHANGE,<.01%
30034W106,EVRG,EVERGY INC,1,0,50,0,NO CHANGE,<.01%
084423102,WRB,WR BERKLEY CORP,599,-11,39.71K,-729.27,-1.8%,<.01%
165167735,EXE,EXPAND ENERGY CORP,0,-10,0,-1.1K,CLOSE,0%
904767803,UL,UNILEVER PLC SPON ADR,223,-24,12.7K,-1.37K,-9.7%,<.01%
384747101,GRAL,GRAIL INC,6,-31,293,-1.51K,-83.8%,<.01%
165167180,EXEEL,CHESAPEAKE ENERGY CORP -CW26,0,-18,0,-1.79K,CLOSE,0%
01973R101,ALSN,ALLISON TRANSMISSION HOLDING,0,-29,0,-2.85K,CLOSE,0%
69007J304,OUT,OUTFRONT MEDIA INC,1204,-156,31.91K,-4.13K,-11.5%,<.01%
48020Q107,JLL,JONES LANG LASALLE INC,2185,-14,664.94K,-4.26K,-0.6%,<.01%
98978V103,ZTS,ZOETIS INC,105,-42,12.41K,-4.96K,-28.6%,<.01%
21037T109,CEG,CONSTELLATION ENERGY - W/I,56,-23,15.64K,-6.42K,-29.1%,<.01%
911363109,URI,UNITED RENTALS INC,512,-9,373.02K,-6.56K,-1.7%,<.01%
871607107,SNPS,SYNOPSYS INC,43,-17,17.05K,-6.74K,-28.3%,<.01%
053332102,AZO,AUTOZONE INC,8,-2,27.02K,-6.76K,-20%,<.01%
68902V107,OTIS,OTIS WORLDWIDE CORP,232,-91,17.88K,-7.01K,-28.2%,<.01%
97785W106,WOLF,WOLFSPEED INC,156639,-441,2.56M,-7.2K,-0.3%,<.01%
384802104,GWW,GRAINGER W W,19,-7,20.73K,-7.64K,-26.9%,<.01%
89832Q109,TFC,TRUIST FINANCIAL CORP,433,-168,19.91K,-7.72K,-28%,<.01%
88579Y101,MMM,3M CO,135,-54,19.61K,-7.84K,-28.6%,<.01%
98956P102,ZBH,ZIMMER BIOMET HOLDINGS INC,226,-89,20.43K,-8.05K,-28.3%,<.01%
009158106,APD,AIR PRODS & CHEM,412,-28,119.68K,-8.13K,-6.4%,<.01%
45866F104,ICE,INTERCONTINENTAL EXCHANGE INC,132,-52,20.76K,-8.18K,-28.3%,<.01%
44107P104,HST,HOST HOTELS & RESORTS INC,1112,-431,21.31K,-8.26K,-27.9%,<.01%
831865209,AOS,SMITH A.O. CORP,326,-128,21.5K,-8.44K,-28.2%,<.01%
G29183103,ETN,EATON CORP PLC,58,-24,20.75K,-8.58K,-29.3%,<.01%
277432100,EMN,EASTMAN CHEMICAL CO,315,-123,24.01K,-9.38K,-28.1%,<.01%
001055102,AFL,AFLAC INC,221,-86,24.25K,-9.44K,-28%,<.01%
45167R104,IEX,IDEX CORP,132,-52,25.02K,-9.86K,-28.3%,<.01%
808513105,SCHW,SCHWAB CHARLES CORP,277,-108,26.03K,-10.15K,-28.1%,<.01%
26875P101,EOG,EOG RESOURCES INC,180,-71,26.02K,-10.26K,-28.3%,<.01%
87165B103,SYF,SYNCHRONY FINANCIAL,393,-153,26.73K,-10.41K,-28%,<.01%
436440101,HOLX,HOLOGIC INC,352,-138,26.61K,-10.43K,-28.2%,<.01%
842587107,SO,SOUTHERN CO,288,-112,27.8K,-10.81K,-28%,<.01%
438516106,HON,HONEYWELL INTERNATIONAL INC,828,-48,187.21K,-10.85K,-5.5%,<.01%
031162100,AMGN,AMGEN INC,637,-31,224.2K,-10.91K,-4.6%,<.01%
94106L109,WM,WASTE MANAGEMENT INC,123,-49,28.26K,-11.26K,-28.5%,<.01%
12541W209,CHRW,C.H. ROBINSON WORLDWIDE,172,-68,28.56K,-11.29K,-28.3%,<.01%
369550108,GD,GEN DYNAMICS,84,-33,28.83K,-11.33K,-28.2%,<.01%
539830109,LMT,LOCKHEED MARTIN CORP,290,-19,175.27K,-11.48K,-6.1%,<.01%
002824100,ABT,ABBOTT LABS,288,-112,29.61K,-11.52K,-28%,<.01%
74762E102,PWR,QUANTA SERVICES INC,55,-21,30.2K,-11.53K,-27.6%,<.01%
44267T102,HHH,HOWARD HUGHES CORP/THE,0,-145,0,-11.57K,CLOSE,0%
882508104,TXN,TEXAS INSTRUMENTS,1111,-60,215.69K,-11.65K,-5.1%,<.01%
025816109,AXP,AMERICAN EXPRESS CO,97,-39,29.34K,-11.8K,-28.7%,<.01%
58155Q103,MCK,MCKESSON CORP,38,-14,32.88K,-12.12K,-26.9%,<.01%
580135101,MCD,MCDONALDS,831,-39,258.36K,-12.13K,-4.5%,<.01%
758849103,REG,REGENCY CENTERS CORP,416,-163,31.48K,-12.33K,-28.2%,<.01%
806857108,SLB,SLB LTD,3115,-242,160.08K,-12.44K,-7.2%,<.01%
512816109,LAMR,LAMAR ADVERTISING CO,0,-99,0,-12.53K,CLOSE,0%
20825C104,COP,CONOCOPHILLIPS,1916,-95,252.89K,-12.54K,-4.7%,<.01%
053611109,AVY,AVERY DENNISON CORP,187,-73,32.29K,-12.61K,-28.1%,<.01%
65339F101,NEE,NEXTERA ENERGY INC,2469,-136,229.32K,-12.63K,-5.2%,<.01%
313745101,FRT,FEDERAL REALTY INVS TRUST,306,-119,32.5K,-12.64K,-28%,<.01%
907818108,UNP,UNION PACIFIC,714,-53,173.23K,-12.86K,-6.9%,<.01%
92343V104,VZ,VERIZON COMMUNICATIONS,5098,-258,255.92K,-12.95K,-4.8%,<.01%
00206R102,T,AT&T INC,1209,-468,35.05K,-13.57K,-27.9%,<.01%
949746101,WFC,WELLS FARGO & CO,442,-172,35.22K,-13.71K,-28%,<.01%
G21082105,CYD,CHINA YUCHAI INTL LTD,241,-359,9.28K,-13.82K,-59.8%,<.01%
191216100,KO,COCA-COLA CO/THE,4505,-189,342.61K,-14.37K,-4%,<.01%
718172109,PM,PHILIP MORRIS INTERNATIONAL INC,1832,-88,302.9K,-14.55K,-4.6%,<.01%
713448108,PEP,PEPSICO INC,1667,-96,258.93K,-14.91K,-5.4%,<.01%
H1467J104,CB,CHUBB LIMITED,120,-47,39.11K,-15.32K,-28.1%,<.01%
018802108,LNT,ALLIANT ENERGY CORP,580,-225,41.62K,-16.15K,-28%,<.01%
060505104,BAC,BANK OF AMERICA CORP,860,-333,41.91K,-16.23K,-27.9%,<.01%
17275R102,CSCO,CISCO SYSTEMS INC,4721,-212,366.3K,-16.45K,-4.3%,<.01%
133131102,CPT,CAMDEN PROPERTY TRUST,196,-170,19.14K,-16.6K,-46.4%,<.01%
540424108,L,LOEWS CORP,399,-156,42.59K,-16.65K,-28.1%,<.01%
75513E101,RTX,RAYTHEON TECHNOLOGIES CORP,247,-96,47.7K,-18.54K,-28%,<.01%
166764100,CVX,CHEVRON CORP,2117,-92,437.93K,-19.03K,-4.2%,<.01%
674599105,OXY,OCCIDENTAL PETE,791,-307,51.41K,-19.95K,-28%,<.01%
977852AP7,WOLF,WOLFSPEED INC CVT,169388,-1226,2.76M,-20.01K,-0.7%,<.01%
423403104,MOMO,HELLO GROUP INC,2548,-3752,14.68K,-21.61K,-59.6%,<.01%
149123101,CAT,CATERPILLAR,84,-31,59.51K,-21.96K,-27%,<.01%
101121101,BXP,BXP INC,0,-357,0,-24.09K,CLOSE,0%
48251W104,KKR,KKR & CO INC CI A,1409,-261,130.33K,-24.14K,-15.6%,<.01%
42250P103,DOC,HEALTHPEAK PROPERTIES INC,1944,-1592,31.94K,-26.16K,-45%,<.01%
92338C103,VLTO,VERALTO CORP,0,-268,0,-26.74K,CLOSE,0%
92276F100,VTR,VENTAS INC,290,-333,23.72K,-27.23K,-53.5%,<.01%
101137107,BSX,BOSTON SCIENTIFIC CORP,194,-434,12.17K,-27.23K,-69.1%,<.01%
14040H105,COF,CAPITAL ONE FINL CORP,54,-151,9.85K,-27.55K,-73.7%,<.01%
04965M106,ATAT,ATOUR LIFESTYLE HOLDINGS-ADR,328,-772,12.07K,-28.42K,-70.2%,<.01%
571748102,MRSH,MARSH & MCLENNAN,38,-164,6.59K,-28.45K,-81.2%,<.01%
90364P105,PATH,UIPATH INC - CLASS A,197,-2618,2.19K,-29.06K,-93%,<.01%
22788C105,CRWD,CROWDSTRIKE HOLDINGS INC - A,0,-68,0,-31.88K,CLOSE,0%
931142103,WMT,WAL-MART STORES INC,666,-259,82.77K,-32.19K,-28%,<.01%
461202103,INTU,INTUIT INC,0,-60,0,-39.74K,CLOSE,0%
084670702,BRK.B,BERKSHIRE HATHAWAY INC CL B,241,-93,115.49K,-44.57K,-27.8%,<.01%
G5960L103,MDT,MEDTRONIC PLC,801,-599,69.41K,-51.9K,-42.8%,<.01%
126650100,CVS,CVS HEALTH CORP,614,-747,44.1K,-53.65K,-54.9%,<.01%
125523100,CI,CIGNA CORP,200,-229,53.35K,-61.09K,-53.4%,<.01%
053015103,ADP,AUTOMATIC DATA PROC,165,-358,33.52K,-72.74K,-68.5%,<.01%
74144T108,TROW,PRICE (T ROWE) ASSOCIATES,0,-747,0,-76.48K,CLOSE,0%
88033G407,THC,TENET HEALTHCARE CORP,77,-434,14.48K,-81.59K,-84.9%,<.01%
05464C101,AXON,AXON ENTERPRISE INC,588,-196,249.72K,-83.24K,-25%,<.01%
G1151C101,ACN,ACCENTURE LTD CL A,435,-432,86.26K,-85.66K,-49.8%,<.01%
704326107,PAYX,PAYCHEX INC,0,-808,0,-90.64K,CLOSE,0%
459200101,IBM,IBM,757,-374,183.49K,-90.65K,-33.1%,<.01%
370334104,GIS,GEN MILLS,110,-2619,4.09K,-97.47K,-96%,<.01%
92206C664,VTWO,VANGUARD RUSSELL 2000 ETF,14450,-1056,1.45M,-105.78K,-6.8%,<.01%
199908104,FIX,COMFORT SYSTEMS USA INC,426,-81,587.45K,-111.7K,-16%,<.01%
009066AB7,ABNB,AIRBNB INC,0,-866,0,-117.55K,CLOSE,0%
36165L108,GDS,GDS HOLDINGS LTD - ADR,0,-3393,0,-118.42K,CLOSE,0%
78467J100,SSNC,SS&C TECHNOLOGIES HOLDINGS,266348,-1795,18M,-121.29K,-0.7%,0.02%
252131AM9,DXCM,DEXCOM INC CVT,0,-1847,0,-122.59K,CLOSE,0%
86800UAB0,SMCI,SUPER MICRO COMPUTER INC CV,0,-4194,0,-122.77K,CLOSE,0%
37940XAU6,GPN,GLOBAL PAYMENTS INC CVT,0,-1593,0,-123.28K,CLOSE,0%
M22465104,CHKP,CHECK POINT SOFTWARE TECH,62958,-891,8.99M,-127.28K,-1.4%,0.01%
G8473T100,STE,STERIS PLC,1883,-587,416.39K,-129.8K,-23.8%,<.01%
G8060N102,ST,SENSATA TECHNOLOGIES HOLDING,345702,-3755,12.18M,-132.25K,-1.1%,0.02%
776696106,ROP,ROPER TECHNOLOGIES INC,431779,-394,152.79M,-139.42K,-0.1%,0.21%
07134L107,BATL,BATTALION OIL CORP,0,-132818,0,-150.08K,CLOSE,0%
03040WBE4,AWK,AMERICAN WATER CAPITAL C CVT,0,-1164,0,-151.94K,CLOSE,0%
45784P101,PODD,INSULET CORP,1243,-766,260.83K,-160.74K,-38.1%,<.01%
410495204,HAFC,HANMI FINANCIAL CORP,184634,-6737,4.87M,-177.59K,-3.5%,<.01%
759509102,RS,RELIANCE STEEL & ALUMINUM CO,45172,-593,13.73M,-180.22K,-1.3%,0.02%
63947X101,NCNO,NCINO INC,477546,-12106,7.15M,-181.35K,-2.5%,<.01%
60741F104,MBLY,MOBILEYE GLOBAL INC-A,1462343,-26645,10.05M,-183.05K,-1.8%,0.01%
31847R102,FAF,FIRST AMERICAN FINL CORP,253602,-3453,15.29M,-208.18K,-1.3%,0.02%
445658107,JBHT,HUNT J B TRANSPORT SVCS INC,70943,-1018,15.03M,-215.71K,-1.4%,0.02%
89055F103,BLD,TOPBUILD CORP,27632,-652,9.71M,-229.05K,-2.3%,0.01%
92763W103,VIPS,VIPSHOP HOLDINGS LTD - ADS,49166,-14660,772.89K,-230.46K,-23%,<.01%
22160N109,CSGP,COSTAR GROUP INC,0,-3515,0,-236.35K,CLOSE,0%
03783C100,APPF,APPFOLIO INC - A,62318,-1622,9.84M,-255.98K,-2.5%,0.01%
126349AH2,CSGS,CSG SYSTEMS INTERNATIONA CVT,0,-3378,0,-259.06K,CLOSE,0%
68404L201,OPCH,OPTION CARE HEALTH INC,1237747,-9676,33.32M,-260.48K,-0.8%,0.04%
98980G102,ZS,ZSCALER INC,0,-1190,0,-267.65K,CLOSE,0%
743606105,PB,PROSPERITY BANCSHARES INC,541133,-4110,36.35M,-276.11K,-0.8%,0.05%
53228F101,LFST,LIFESTANCE HEALTH GROUP INC,1682331,-43918,10.72M,-279.76K,-2.5%,0.01%
464286400,EWZ,ISHARES MSCI BRAZIL CAPPED ETF,93219,-7682,3.58M,-294.91K,-7.6%,<.01%
184496107,CLH,CLEAN HARBORS INC,74783,-1068,21.44M,-306.23K,-1.4%,0.03%
739276103,POWI,POWER INTEGRATIONS INC,233564,-6019,11.96M,-308.17K,-2.5%,0.02%
879433829,TDS,TELEPHONE & DATA SYSTEM,524086,-7353,22.06M,-309.56K,-1.4%,0.03%
84472E102,SSB,SOUTHSTATE BANK CORP,416233,-3432,38.51M,-317.53K,-0.8%,0.05%
19247G107,COHR,II-VI INC,2410,-1364,574.09K,-324.92K,-36.1%,<.01%
78464A409,SPYG,SPDR PORTFOLIO S&P 500 GROWTH,1855,-3320,181.62K,-325.06K,-64.2%,<.01%
53947R105,LOAR,LOAR HOLDINGS INC,222608,-5812,12.75M,-332.97K,-2.5%,0.02%
00287Y109,ABBV,ABBVIE INC,26603,-1535,5.79M,-333.85K,-5.5%,<.01%
968223206,WLY,WILEY JOHN & SONS CL A,241545,-8792,9.2M,-334.98K,-3.5%,0.01%
443201108,HWM,HOWMET AEROSPACE INC,17953,-1462,4.14M,-336.93K,-7.5%,<.01%
227046109,CROX,CROCS INC,115885,-4165,9.62M,-345.78K,-3.5%,0.01%
23128Q101,CURB,CURBLINE PROPERTIES CORP,398300,-14000,10.27M,-361.06K,-3.4%,0.01%
100557107,SAM,BOSTON BEER COMPANY CL A,63481,-1568,14.63M,-361.27K,-2.4%,0.02%
47233W109,JEF,JEFFERIES FINANCIAL GROUP INC,340985,-8798,14.07M,-363.09K,-2.5%,0.02%
433313103,HNGE,HINGE HEALTH INC,371696,-9600,14.33M,-370.18K,-2.5%,0.02%
04351PAD3,ASND,ASCENDIS PHARMA A/S,16027,-1689,3.67M,-386.34K,-9.5%,<.01%
42704L104,HRI,HERC HOLDINGS INC,112870,-3990,11.24M,-397.2K,-3.4%,0.02%
29605J106,ESAB,ESAB CORP-W/I,160152,-4147,15.48M,-400.85K,-2.5%,0.02%
69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,22754,-2741,3.33M,-400.95K,-10.8%,<.01%
70805E109,PNTG,PENNANT GROUP INC/THE,378305,-13281,11.53M,-404.8K,-3.4%,0.02%
50212V100,LPLA,LPL FINANCIAL HOLDING INC,0,-1138,0,-406.46K,CLOSE,0%
103310108,BGSI,THE BOYD GROUP INC,113199,-3200,14.47M,-409.15K,-2.7%,0.02%
040413205,ANET,ARISTA NETWORKS INC,28216,-3360,3.46M,-412.54K,-10.6%,<.01%
171484108,CHDN,CHURCHILL DOWNS INC,322396,-4606,28.96M,-413.76K,-1.4%,0.04%
05550J101,BJ,BJS WHOLESALE CLUB HOLDINGS,165143,-4229,16.25M,-416.22K,-2.5%,0.02%
72703H101,PLNT,PLANET FITNESS INC - CL A,221343,-5614,16.46M,-417.57K,-2.5%,0.02%
05379B107,AVA,AVISTA CORP,287585,-10429,11.54M,-418.62K,-3.5%,0.02%
759351604,RGA,REINSURANCE GRP OF AMERI-A,171484,-2084,35.01M,-425.47K,-1.2%,0.05%
224441105,CXT,CRANE NXT CO,682166,-10715,27.69M,-434.92K,-1.5%,0.04%
50050N103,KTB,KONTOOR BRANDS INC,178194,-6281,12.53M,-441.49K,-3.4%,0.02%
71377A103,PFGC,PERFORMANCE FOOD GROUP CO,201510,-5203,17.26M,-445.69K,-2.5%,0.02%
00182C103,ANIP,ANI PHARMACEUTICALS INC,162986,-5843,12.53M,-449.33K,-3.5%,0.02%
64125C109,NBIX,NEUROCRINE BIOSCIENCES INC,165735,-3485,21.83M,-459.11K,-2.1%,0.03%
72352L106,PINS,PINTEREST INC- CLASS A,501988,-25258,9.21M,-463.23K,-4.8%,0.01%
10950A106,BTSG,BRIGHTSPRING HEALTH SERVICES,431928,-11342,18.4M,-483.28K,-2.6%,0.02%
552690109,MDU,MDU RESOURCES GROUP INC,651621,-23616,13.5M,-489.32K,-3.5%,0.02%
830940102,SKWD,SKYWARD SPECIALTY INSURANCE,314912,-11218,13.76M,-490K,-3.4%,0.02%
902973304,USB,US BANCORP,133179,-9511,6.93M,-494.67K,-6.7%,<.01%
76118Y104,REZI,RESIDEO TECHNOLOGIES INC,414135,-14675,13.96M,-494.69K,-3.4%,0.02%
57686G105,MATX,MATSON INC,87669,-3077,14.37M,-504.44K,-3.4%,0.02%
957638109,WAL,WESTERN ALLIANCE BANCORP,348576,-7392,24.7M,-523.72K,-2.1%,0.03%
313855108,FSS,FEDERAL SIGNAL CORP,188745,-4886,20.41M,-528.37K,-2.5%,0.03%
070830104,BBWI,BATH & BODY WORKS INC,0,-27412,0,-550.42K,CLOSE,0%
783513203,RYAAY,RYANAIR HLDGS ADR,17890,-9554,1.03M,-552.22K,-34.8%,<.01%
74276R102,PRVA,PRIVIA HEALTH GROUP INC,1042100,-26921,21.44M,-553.76K,-2.5%,0.03%
436893200,HOMB,HOME BANCSHARES INC,1321846,-20589,35.6M,-554.46K,-1.5%,0.05%
896215209,TRS,TRIMAS CORP,436921,-15441,15.7M,-554.95K,-3.4%,0.02%
27923Q109,ECVT,ECOVYST INC,1225131,-43319,15.76M,-557.08K,-3.4%,0.02%
46429B598,INDA,ISHARES MSCI INDIA ETF,8642,-11950,404.79K,-559.74K,-58%,<.01%
896239100,TRMB,TRIMBLE INC,343128,-8637,22.38M,-563.39K,-2.5%,0.03%
913915104,UTI,UNIVERSAL TECHNICAL INSTITUTE INC,595393,-15637,21.49M,-564.5K,-2.6%,0.03%
00187Y100,APG,API GROUP CORP,644049,-14279,26.1M,-578.58K,-2.2%,0.04%
G3398L118,FIHL,FIDELIS INSURANCE HOLDINGS L,1258347,-30477,24.05M,-582.42K,-2.4%,0.03%
008492100,ADC,AGREE REALTY CORP,308345,-7761,23.24M,-585.02K,-2.5%,0.03%
46090E103,QQQ,INVESCO QQQ TRUST SERIES I,14305,-1035,8.26M,-597.38K,-6.7%,0.01%
500643200,KFY,KORN/ FERRY INTERNATIONAL,383554,-9559,24.14M,-601.74K,-2.4%,0.03%
902673102,UFPT,UFP TECHNOLOGIES INC,196,-3139,37.98K,-608.21K,-94.1%,<.01%
29357K103,ENVA,ENOVA INTERNATIONAL INC,172376,-4508,23.41M,-612.32K,-2.5%,0.03%
55354G100,MSCI,MSCI INC,62356,-1164,33.61M,-627.41K,-1.8%,0.05%
48282T104,KAI,KADANT INC,85623,-2170,25.03M,-634.4K,-2.5%,0.03%
20603L102,CON,CONCENTRA GROUP HOLDINGS PAR,803895,-29613,17.24M,-635.2K,-3.6%,0.02%
368736104,GNRC,GENERAC HOLDINGS INC,135030,-3342,26.38M,-652.79K,-2.4%,0.04%
